3h4jA03 1.10.8.10.29 A.276-331
2rhqB01 3.30.56.10.4 B.1-38,157-187
4b6dB00 3.30.60.20.6 B.4-60
3ky9A04 3.30.60.20.7 A.513-564
2b8tB02 3.30.60.20.8 B.150-214
2gviA03 3.30.60.20.9 A.169-202
4l9mA04 3.30.60.20.10 A.491-545
3cxlA02 3.30.60.20.11 A.166-273
1faqA00 3.30.60.20.12 A.1-52
1kbeA00 3.30.60.20.13 A.1-49
3ik5A00 3.30.62.10.2 A.8-142
1vccA00 3.30.66.10.2 A.1-77
2op5B01 3.30.70.100.57 B.9-109
6a71A00 3.30.70.100.58 A.1-72
3dxsX00 3.30.70.100.59 X.1-74
3lo3A00 3.30.70.100.60 A.1-94
3bb5A00 3.30.70.100.61 A.2-121
4y2mA00 3.30.70.100.62 A.1-65
3cjkB00 3.30.70.100.63 B.1-75
2pgcC01 3.30.70.100.64 C.5-101
4za1C00 3.30.70.100.65 C.6-103
4u9rA01 3.30.70.100.66 A.21-102
3vtiA01 3.30.70.100.67 A.8-103
2okqB00 3.30.70.100.68 B.16-141
1yrxC01 3.30.70.100.69 C.3-106
1qupA01 3.30.70.100.70 A.1-70
1osdA00 3.30.70.100.71 A.1-72
2pgcA02 3.30.70.100.72 A.102-207
4dpoB00 3.30.70.100.73 B.18-118
5ajiB03 3.30.70.100.74 B.179-273
2go8A01 3.30.70.100.75 A.11-103
4u9rA02 3.30.70.100.76 A.103-167
4efaC00 3.30.70.100.77 C.11-116
2bycB00 3.30.70.100.78 B.1-132
3tvzB00 3.30.70.100.79 B.8-172
3gfzA01 3.30.70.100.80 A.9-148
3udcA03 3.30.70.100.81 A.178-265
4kiaA00 3.30.70.100.82 A.2-160
3hhlC00 3.30.70.100.83 C.3-135
4ae5C00 3.30.70.100.84 C.2-166
3f44A00 3.30.70.100.85 A.4-220
3mcsA00 3.30.70.100.86 A.3-218
1jwwA00 3.30.70.100.87 A.1-80
1y3jA00 3.30.70.100.88 A.1-77
2g9oA00 3.30.70.100.89 A.1-77
1rjjA00 3.30.70.100.90 A.1-111
1yjrA00 3.30.70.100.91 A.1-75
2kkhA01 3.30.70.100.92 A.11-85
1mwyA00 3.30.70.100.93 A.1-73
2aj0A00 3.30.70.100.94 A.1-71
2ldiA00 3.30.70.100.95 A.1-71
2rsqA00 3.30.70.100.96 A.13-83
2crlA01 3.30.70.100.97 A.18-86
2kt2A00 3.30.70.100.98 A.1-69
2kyzA00 3.30.70.100.99 A.1-67
2lxfA00 3.30.70.100.100 A.1-121
1yg0A00 3.30.70.100.101 A.1-66
4co3A00 3.30.70.120.1 A.1-105
6gdxA00 3.30.70.120.2 A.26-132
4rleA01 3.30.70.120.3 A.8-111
1ukuA00 3.30.70.120.4 A.1-102
2nuhA00 3.30.70.120.5 A.3-106
5d4nC00 3.30.70.120.6 C.4-108
4ushA00 3.30.70.120.7 A.5-125
1naqB00 3.30.70.120.8 B.9-111
1nzaA00 3.30.70.120.9 A.1-103
2cz4A00 3.30.70.120.10 A.21-119
1p1lA00 3.30.70.120.11 A.1-102
4e98C00 3.30.70.120.12 C.34-138
2gx8A02 3.30.70.120.13 A.157-266
2dclA00 3.30.70.120.14 A.2-114
3lnlB02 3.30.70.120.15 B.131-239
4rx6D00 3.30.70.120.16 D.7-121
3ce8A00 3.30.70.120.17 A.21-120
4yb6A03 3.30.70.120.18 A.227-300
3ahpA00 3.30.70.120.19 A.3-108
1nh8A03 3.30.70.120.20 A.232-298
3dfeA00 3.30.70.120.21 A.3-102
3hluA00 3.30.70.120.22 A.6-78
4rwxC01 3.30.70.120.23 C.1-103
4fyyB01 3.30.70.140.1 B.8-100
2ywwA01 3.30.70.140.2 A.8-98
3bbbC00 3.30.70.141.1 C.4-151
3ztpA00 3.30.70.141.2 A.2-142
3em1A00 3.30.70.141.3 A.6-138
3bh7B02 3.30.70.141.4 B.232-352
4dz6A00 3.30.70.141.5 A.23-190
1xqiA00 3.30.70.141.6 A.14-195
1wddA01 3.30.70.150.1 A.22-148
3nwrA01 3.30.70.150.2 A.12-142
5rubA01 3.30.70.150.3 A.29-160
2oemA01 3.30.70.150.4 A.2-120
2d69B01 3.30.70.150.5 B.8-133
1ykwA01 3.30.70.150.6 A.4-145
3qfwA01 3.30.70.150.7 A.4-112
5macE01 3.30.70.150.8 E.2-140
4es1A00 3.30.70.240.1 A.1-100
4makB00 3.30.70.240.2 B.2-77
1zpwX00 3.30.70.240.3 X.2-83
2ivyA01 3.30.70.240.4 A.2-75
3e3xA02 3.30.70.240.5 A.116-209
5g4dA01 3.30.70.240.6 A.1-69
2cveA02 3.30.70.240.7 A.126-191
2wbmA03 3.30.70.240.8 A.183-252
1darA05 3.30.70.240.9 A.603-689
2xexA05 3.30.70.240.10 A.603-673
1n0uA05 3.30.70.240.11 A.562-569,722-828
2yweA04 3.30.70.240.12 A.370-483
3ui3A02 3.30.70.240.13 A.56-153
3lh2U00 3.30.70.240.14 U.7-74
2kdoA03 3.30.70.240.15 A.173-252
1vx4407 3.30.70.240.16 4.744-812
3sbmA02 3.30.70.250.1 A.119-186
1vm0A00 3.30.110.20.2 A.19-116
2bkyX00 3.30.110.20.3 X.4-89
2ek0A00 3.30.110.20.4 A.1-90
3iabB01 3.30.110.20.5 B.14-17,26-140
3j7yp00 3.30.160.20.22 p.71-163
2yt4A03 3.30.160.20.23 A.104-213
6az1F01 3.30.160.20.24 F.44-150
2l3cA00 3.30.160.20.25 A.1-74
2rs7A01 3.30.160.20.26 A.26-99
2n3gA00 3.30.160.20.27 A.1-72
1qu6A02 3.30.160.20.28 A.104-179
1whqA01 3.30.160.20.29 A.8-78
2lrsA00 3.30.160.20.30 A.1-71
1x49A01 3.30.160.20.31 A.14-83
2khxA00 3.30.160.20.32 A.1-79
2ltsA00 3.30.160.20.33 A.150-235
1x47A01 3.30.160.20.34 A.7-93
2db2A01 3.30.160.20.35 A.18-111
2mdrA00 3.30.160.20.36 A.20-113
2dmyA00 3.30.160.20.37 A.1-97
2ltrA00 3.30.160.20.38 A.32-136
2jvaA00 3.30.160.20.39 A.1-108
1vw4502 3.30.160.20.40 5.299-390
2rsmA00 3.30.160.20.41 A.1-115
2rtxA00 3.30.160.20.42 A.1-121
1pucA00 3.30.170.10.2 A.1-101
1gk8I00 3.30.190.10.1 I.2-126
3a7fA01 3.30.200.20.25 A.9-101
2cnqA01 3.30.200.20.26 A.2-112
6cd7A01 3.30.200.20.27 A.7-97
3nuaA01 3.30.200.20.28 A.3-88,225-238
4ylkA01 3.30.200.20.29 A.10-90,98-116
5lmaA01 3.30.200.20.30 A.5-92
5a9uA01 3.30.200.20.31 A.9-114
3ubdA01 3.30.200.20.32 A.7-109
4c2vB01 3.30.200.20.33 B.13-101
3a99A01 3.30.200.20.34 A.40-131
5drbA01 3.30.200.20.35 A.17-110
2izrA01 3.30.200.20.36 A.4-87
4d4rB01 3.30.200.20.37 B.2-91
5e8sA01 3.30.200.20.38 A.1-87
1t46A01 3.30.200.20.39 A.13-108
3orkA01 3.30.200.20.40 A.2-97
3bu3A01 3.30.200.20.41 A.10-101
1z57A01 3.30.200.20.42 A.1-75,80-98
4yjqA01 3.30.200.20.43 A.10-96
5my8A01 3.30.200.20.44 A.9-78,90-112
5jzjA01 3.30.200.20.45 A.22-115
4fnxA01 3.30.200.20.46 A.10-115
4m68A01 3.30.200.20.47 A.1-95
6cthA01 3.30.200.20.48 A.2-93
2vqeI00 3.30.230.10.10 I.2-128
2gs8A01 3.30.230.10.11 A.2-177
1z5bB03 3.30.230.10.12 B.314-462
3cwvA02 3.30.230.10.13 A.207-357
1h72C01 3.30.230.10.14 C.1-161
4hy1A02 3.30.230.10.15 A.215-377
2cz9A01 3.30.230.10.16 A.1-175
2v8pA01 3.30.230.10.17 A.2-156
6n0iA04 3.30.230.10.18 A.497-615,687-705
1kp8A02 3.30.260.10.1 A.135-190,372-409
6d9nA02 3.30.300.20.1 A.53-148
2dyjA00 3.30.300.20.2 A.4-94
1vlaD02 3.30.300.20.3 D.49-149
1josA00 3.30.300.20.4 A.7-106
2asbA02 3.30.300.20.5 A.79-157
1mkyA03 3.30.300.20.6 A.350-439
2asbA03 3.30.300.20.7 A.158-229
4dcuA03 3.30.300.20.8 A.373-454
2vqeC01 3.30.300.20.9 C.17-107
1wf3A02 3.30.300.20.10 A.185-298
6az1C01 3.30.300.20.11 C.2-91
2g30A02 3.30.310.10.6 A.143-258
1r4xA02 3.30.310.10.7 A.161-274
3vn5A01 3.30.310.10.8 A.2-70
4py5A01 3.30.310.10.9 A.1-72
2mj7A00 3.30.310.10.10 A.1-141
5omvA01 3.30.342.10.2 A.1-130,348-368
3uuwB02 3.30.360.10.10 B.124-307
5einA02 3.30.360.10.11 A.146-312
4mkzA02 3.30.360.10.12 A.140-303,327-355
6jnjA02 3.30.360.10.13 A.120-311
4r3nA02 3.30.360.10.14 A.126-325
2yyyA02 3.30.360.10.15 A.143-310
4iq0C02 3.30.360.10.16 C.131-323
4lrtB02 3.30.360.10.17 B.146-291
4dplA02 3.30.360.10.18 A.153-334
1n62B02 3.30.365.10.3 B.145-212,310-386
3an1B08 3.30.365.10.4 B.707-740,837-959
2za4B00 3.30.370.10.2 B.1-90
5bxrA01 3.30.379.10.2 A.20-156
1mscA00 3.30.380.10.2 A.1-129
5hwaA01 3.30.386.10.2 A.1-147
2hxtA01 3.30.390.10.14 A.2-131
3v5cA01 3.30.390.10.15 A.2-107,371-387
2oztA01 3.30.390.10.16 A.2-105,309-322
4x2pA01 3.30.390.10.17 A.27-144,375-382
2p8bA01 3.30.390.10.18 A.1-115,351-369
3dgbA01 3.30.390.10.19 A.4-123,360-373
4e4uA01 3.30.390.10.20 A.1-110,366-403
1r6wA02 3.30.390.10.21 A.1-98,297-322
3p0wA01 3.30.390.10.22 A.6-153,415-432
3sbfA01 3.30.390.10.23 A.5-110,364-401
1sjdB01 3.30.390.10.24 B.1-115,353-368
3gd6A01 3.30.390.10.25 A.1-122,349-368
3fv9C01 3.30.390.10.26 C.3-120,364-376
6c3mA03 3.30.413.10.3 A.425-567
3b0gA03 3.30.413.10.4 A.460-584
5ywtA01 3.30.420.10.34 A.44-263
4ogeA01 3.30.420.10.35 A.10-47,468-512,678-746,779-815
4py5A02 3.30.420.10.36 A.73-267
3kksB00 3.30.420.10.37 B.1-152
4fzxC00 3.30.420.10.38 C.2-166
1vk0A00 3.30.420.10.39 A.1-206
5dk5A01 3.30.420.10.40 A.15-213
3oymA03 3.30.420.10.41 A.126-259
1uaxA00 3.30.420.10.42 A.1-211
3dlbA04 3.30.420.10.43 A.316-319,467-579,585-642
1hjrA00 3.30.420.10.44 A.1-158
3cymA01 3.30.420.10.45 A.6-212
3iayA03 3.30.420.10.46 A.248-466
1s5jA02 3.30.420.10.47 A.191-386
2qkbA00 3.30.420.10.48 A.1-152
5omvA02 3.30.420.10.49 A.131-347
3qexA02 3.30.420.10.50 A.109-339
2kfnA01 3.30.420.10.51 A.3-219
2yhaA02 3.30.420.10.52 A.144-284,291-388
3qipA05 3.30.420.10.53 A.427-552
2p51A00 3.30.420.10.54 A.18-272
2d0bA02 3.30.420.10.55 A.91-309
2w42B02 3.30.420.10.56 B.173-427
1u04A04 3.30.420.10.57 A.548-771
1x9mA01 3.30.420.10.58 A.1-226
2p1jA01 3.30.420.10.59 A.13-150
3p5jA01 3.30.420.10.60 A.10-202
1bcoA01 3.30.420.10.61 A.11-240
4z4dA04 3.30.420.10.62 A.582-859
1kcfB00 3.30.420.10.63 B.5-256
4fvmA03 3.30.420.10.64 A.186-421
5gq9A05 3.30.420.10.65 A.467-685
2gv9A03 3.30.420.10.66 A.321-551
6gqdA01 3.30.428.10.3 A.56-196
2oikA00 3.30.428.10.4 A.7-145
4m1aA00 3.30.429.10.5 A.2-108
2xczA00 3.30.429.10.6 A.2-115
2os5A00 3.30.429.10.7 A.2-119
3mf7A00 3.30.429.10.8 A.2-118
3a2eA00 3.30.430.20.1 A.1-108
3mr0A01 3.30.450.20.25 A.9-121
4ew7A00 3.30.450.20.26 A.13-125
4hh3A01 3.30.450.20.27 A.12-125
5iu1B00 3.30.450.20.28 B.5-116
3by9B01 3.30.450.20.29 B.3-27,153-258
4lloB00 3.30.450.20.30 B.14-134
3lyxB00 3.30.450.20.31 B.2-121
4e04B01 3.30.450.20.32 B.11-122
5djtA00 3.30.450.20.33 A.2-145
2z6dA00 3.30.450.20.34 A.7-124
5hsqA02 3.30.450.20.35 A.15-112,208-238
3eehA00 3.30.450.20.36 A.10-125
3li9A02 3.30.450.20.37 A.35-172
2qkpD00 3.30.450.20.38 D.4-137
5svvD00 3.30.450.20.39 D.16-135
3lidA02 3.30.450.20.40 A.48-181
3a0sA00 3.30.450.20.41 A.1-96
4hp9A00 3.30.450.20.42 A.6-126
4hp4B00 3.30.450.20.43 B.5-129
2vlgC00 3.30.450.20.44 C.9-110
3fg8A00 3.30.450.20.45 A.13-118
3b33A00 3.30.450.20.46 A.6-114
4f3lA02 3.30.450.20.47 A.96-239
2inwA01 3.30.450.20.48 A.27-120
4wbyA01 3.30.460.10.6 A.1-148
3b0xA03 3.30.460.10.7 A.157-261
2rffA00 3.30.460.10.8 A.1-111
1r89A02 3.30.460.10.9 A.16-143
5vzaA03 3.30.460.10.10 A.161-284
1n62C03 3.30.465.10.5 C.60-174
2gqtA02 3.30.465.10.6 A.71-191
3js8A02 3.30.465.10.7 A.89-216
1uxyA03 3.30.465.10.8 A.67-216
2y4rA01 3.30.470.10.10 A.23-132
3lulA01 3.30.470.10.11 A.3-116
5k3wA01 3.30.470.10.12 A.2-139
2zgiA01 3.30.470.10.13 A.2-100
3dtgA01 3.30.470.10.14 A.10-181,355-372
3cswC01 3.30.470.10.15 C.11-116
3qqmA01 3.30.470.10.16 A.7-88
3cebA01 3.30.470.10.17 A.1-85
1kjqB03 3.30.470.20.1 B.196-389
2g64A00 3.30.479.10.3 A.1-140
3lx3A00 3.30.479.10.4 A.18-180
1mtpA01 3.30.497.10.4 A.3-165,257-321
2xn6A01 3.30.497.10.5 A.8-179,276-345
4p0fA01 3.30.497.10.6 A.5-174,272-326
1c96A01 3.30.499.10.1 A.1-201
3gmoA01 3.30.500.10.4 A.7-184
1lqvB00 3.30.500.10.5 B.8-180
2wy3A00 3.30.500.10.6 A.1-176
5tnwA00 3.30.505.10.8 A.1-100
1fmkA02 3.30.505.10.9 A.65-165
2ci9B00 3.30.505.10.10 B.2-102
5dc4A00 3.30.505.10.11 A.12-111
4k45A00 3.30.505.10.12 A.2-103
5eeqA00 3.30.505.10.13 A.14-116
1vg0A02 3.30.519.10.2 A.93-270,447-553
3kl1B00 3.30.530.20.9 B.10-186
3q64A00 3.30.530.20.10 A.3-157
4igvA00 3.30.530.20.11 A.2-150
3tvrA00 3.30.530.20.12 A.1-173
4xrwA02 3.30.530.20.13 A.169-329
4r7kA00 3.30.530.20.14 A.24-191
3p9vA00 3.30.530.20.15 A.2-159
5nonB00 3.30.530.20.16 B.7-164
2gq1A01 3.30.540.10.2 A.2-193
1jp4A01 3.30.540.10.3 A.5-179
5du9A01 3.30.559.10.4 A.12-226
3claA00 3.30.559.10.5 A.1-213
2e1vA01 3.30.559.10.6 A.6-238
5falA01 3.30.559.10.7 A.2-217
3cwvA01 3.30.565.10.5 A.9-206
4hy1A01 3.30.565.10.6 A.7-214
1h7sA01 3.30.565.10.7 A.29-231
2q8gA02 3.30.565.10.8 A.186-370
2ojwC02 3.30.590.10.3 C.130-384
4hppA02 3.30.590.10.4 A.102-443
1qveB00 3.30.700.10.3 B.1-125
3drzA00 3.30.710.10.4 A.5-107
2vkpB00 3.30.710.10.5 B.1-109
6er1A00 3.30.710.10.6 A.8-128
1914A00 3.30.720.10.4 A.20-227
2ffgA00 3.30.720.20.1 A.2-81
3v3lB00 3.30.720.50.1 B.1-85
2bn8A00 3.30.730.20.1 A.21-87
4hylB00 3.30.750.24.6 B.1-115
3ny7A00 3.30.750.24.7 A.1-118
3lloA00 3.30.750.24.8 A.1-143
4dghA00 3.30.750.24.9 A.2-129
3t6oA00 3.30.750.24.10 A.3-119
5e3sA01 3.30.800.10.2 A.1-168
6cn2A02 3.30.810.10.2 A.179-264,265-381
3cwwA03 3.30.830.10.6 A.513-739
3cwwA04 3.30.830.10.7 A.740-982
4l3tA02 3.30.830.10.8 A.271-505
3gwbA01 3.30.830.10.9 A.15-227
3cwwA02 3.30.830.10.10 A.257-486
3j7aX01 3.30.860.10.2 X.21-119
4gelB00 3.30.870.10.3 B.8-212
1jy1A02 3.30.870.10.4 A.208-464
6ogkA00 3.30.890.10.2 A.14-89
3oeqA01 3.30.920.10.3 A.20-121
4hvcA01 3.30.930.10.7 A.23-303
1g5hA01 3.30.930.10.8 A.25-337
1x54A02 3.30.930.10.9 A.105-434
4xtvA01 3.30.930.10.10 A.6-222
1wleA02 3.30.930.10.11 A.155-473
3a5yA00 3.30.930.10.12 A.25-345
4h2wA00 3.30.930.10.13 A.38-332
2yboA02 3.30.950.10.2 A.141-273
1dt9A01 3.30.960.10.2 A.28-132
2ztgA04 3.30.980.10.3 A.589-659,715-739
2wxfA04 3.30.1010.10.2 A.572-723
2v2gA02 3.30.1020.10.2 A.152-221
2qztA00 3.30.1050.10.3 A.4-111
3cnuA00 3.30.1050.10.4 A.1-110
1fvgA00 3.30.1060.10.2 A.7-198
5kb6A02 3.30.1110.10.2 A.35-80,139-155
4fdiA02 3.30.1120.10.5 A.355-454
1fsuA02 3.30.1120.10.6 A.348-468
1p49A03 3.30.1120.10.7 A.411-522
3p34A02 3.30.1120.30.1 A.50-146
3v9oA00 3.30.1130.10.3 A.13-139
2dt8A02 3.30.1180.10.2 A.151-280
1jrmA00 3.30.1200.10.2 A.1-104
6az1Y00 3.30.1230.20.1 Y.3-90
1rkqA02 3.30.1240.10.2 A.89-195
2l9nA01 3.30.1250.10.2 A.3-96
3ag6A02 3.30.1300.10.3 A.179-278
3n8hA02 3.30.1300.10.4 A.181-256
2vqeP00 3.30.1320.10.2 P.1-84
1vk3A02 3.30.1330.10.12 A.39-173
3u0oA01 3.30.1330.10.13 A.29-163
2v9yA01 3.30.1330.10.14 A.26-139
3viuA03 3.30.1330.10.15 A.370-552
3c8lB00 3.30.1330.20.1 B.1-119
2r75102 3.30.1330.20.2 1.221-330
4m8iA02 3.30.1330.20.3 A.227-327
2vapA02 3.30.1330.20.4 A.250-354
4i4tD02 3.30.1330.20.5 D.260-373
4i4tA02 3.30.1330.20.6 A.269-383
4b46A02 3.30.1330.20.7 A.230-367
2v9bA00 3.30.1350.10.2 A.1-46
5zx3B01 3.30.1360.10.8 B.22-68,190-256
1twfC01 3.30.1360.10.9 C.3-42,169-268
4c2mK00 3.30.1360.10.10 K.42-142
5iplA01 3.30.1360.10.11 A.13-59,185-242
6gmhC01 3.30.1360.10.12 C.2-43,175-271
4c2mC01 3.30.1360.10.13 C.31-76,218-335
4wilB00 3.30.1360.20.1 B.6-103
2anrA02 3.30.1370.10.9 A.100-178
1dtjA00 3.30.1370.10.10 A.1-74
2e3uA02 3.30.1370.10.11 A.115-204
2je6I03 3.30.1370.10.12 I.155-223
3u1kB04 3.30.1370.10.13 B.558-629
3l7zF03 3.30.1370.10.14 F.154-241
2qndB01 3.30.1370.10.15 B.2-64
4qmfB01 3.30.1370.10.16 B.7-88
4muqA02 3.30.1380.10.2 A.26-171
3or1C01 3.30.1420.10.2 C.2-41
5an9A03 3.30.1430.10.2 A.83-206
1xkpB00 3.30.1460.10.3 B.2-122
1jyaB00 3.30.1460.10.4 B.2-122
2o01D01 3.30.1470.10.2 D.1-95
1hh2P01 3.30.1480.10.2 P.1-125
3ethA03 3.30.1490.20.10 A.94-155
3ouzA03 3.30.1490.20.11 A.135-206
5lxtF03 3.30.1490.20.12 F.96-187
3vpdA02 3.30.1490.20.13 A.104-172
3q2oA02 3.30.1490.20.14 A.122-190
3k5iA02 3.30.1490.20.15 A.133-202
1w96A03 3.30.1490.20.16 A.219-281
1bxrA07 3.30.1490.20.17 A.687-756
1gsaA03 3.30.1490.20.18 A.137-201
3r5xD03 3.30.1490.20.19 D.112-178
5zctA02 3.30.1490.20.20 A.115-180
4jerA00 3.30.1500.10.2 A.2-184
3iq2A00 3.30.1520.10.3 A.1-127
4ikbB00 3.30.1520.10.4 B.9-135
5colA01 3.30.1550.10.2 A.2-83
3kepB00 3.30.1610.10.2 B.20-167
4me3A01 3.30.1640.10.2 A.13-106
2ux9C00 3.30.1660.10.1 C.2-69
3al9A02 3.30.1680.10.2 A.480-533
3p3cA02 3.30.1700.10.2 A.122-272
2jvfA00 3.30.1710.10.2 A.3-96
2o8rB02 3.30.1840.10.2 B.114-307
2jv8A00 3.30.1880.10.2 A.1-73
3b8oA01 3.30.1890.10.2 A.1-234,236-265
3f2bA04 3.30.1900.20.1 A.566-587,636-688
4zyaB00 3.30.1910.20.1 B.1-75
2dvkA00 3.30.1960.10.2 A.18-187
3cqbB01 3.30.2010.10.2 B.14-107
2v7sA00 3.30.2030.20.1 A.35-203
3hjhA02 3.30.2060.10.2 A.128-213
4dx5A08 3.30.2090.10.2 A.724-812
2f06A00 3.30.2130.10.3 A.1-144
3c1mA02 3.30.2130.10.4 A.303-470
1c4zA02 3.30.2160.10.2 A.128-208
5aoyA00 3.30.2170.10.2 A.9-247
2r6iA01 3.30.2180.10.2 A.15-110
2ob9A00 3.30.2220.20.1 A.4-117
3jyuB01 3.30.2230.10.2 B.12-138
3m1mA02 3.30.2250.10.2 A.68-226
1vpbA01 3.30.2290.10.2 A.13-239
3g8qB03 3.30.2300.10.2 B.194-277
4lttA00 3.30.2310.20.1 A.1-91
1ohgA02 3.30.2320.10.3 A.137-229,269-281
2e0zA03 3.30.2320.10.4 A.211-303,335-345
1vraB01 3.30.2330.10.2 B.1-85
1v9fA01 3.30.2350.10.2 A.83-253,276-299
1zd0A01 3.30.2380.10.2 A.16-145
4kk7A01 3.30.2390.20.1 A.6-68,383-390
2e0zA01 3.30.2400.20.1 A.110-140,166-210,304-334
3pt3B00 3.30.2410.10.2 B.5-111
4ntqB00 3.30.2450.20.1 B.2-146
4f0aB02 3.30.2460.20.1 B.249-316
2hjqA01 3.40.5.20.1 A.1-46
3fndA02 3.40.5.30.1 A.212-255
1zgwA01 3.40.10.10.2 A.1-77
1t3yA00 3.40.20.10.3 A.1-131
4kefA00 3.40.20.10.4 A.1-139
4i6xA00 3.40.30.10.36 A.1-117
1r26A00 3.40.30.10.37 A.12-124
4i2uA00 3.40.30.10.38 A.2-110
3gixA00 3.40.30.10.39 A.2-142
3us3A01 3.40.30.10.40 A.1-126
3us3A03 3.40.30.10.41 A.229-353
5crwA01 3.40.30.10.42 A.6-124
3h79A00 3.40.30.10.43 A.13-127
6g62A00 3.40.30.10.44 A.19-133
3hdcA01 3.40.30.10.45 A.24-151
1o8xA00 3.40.30.10.46 A.3-146
3f4sA01 3.40.30.10.47 A.20-85,150-218
4jedA01 3.40.30.10.48 A.26-105,220-237
2c0gA01 3.40.30.10.49 A.15-136
5imaA00 3.40.30.10.50 A.2-158
3l4nA00 3.40.30.10.51 A.1-113
5j41A01 3.40.30.10.52 A.1-78,187-208
3rhbA00 3.40.30.10.53 A.6-105
3iv4A00 3.40.30.10.54 A.1-112
4ef0A01 3.40.30.10.55 A.1-110
4f0bA01 3.40.30.10.56 A.5-101,214-224
2vimA00 3.40.30.10.57 A.1-104
2b1lA00 3.40.30.10.58 A.1-128
2v1mA00 3.40.30.10.59 A.7-169
1faaA00 3.40.30.10.60 A.4-124
4hs1A00 3.40.30.10.61 A.2-85
1wouA00 3.40.30.10.62 A.4-122
2zctA01 3.40.30.10.63 A.5-145
4eo3A01 3.40.30.10.64 A.2-139
2av4A00 3.40.30.10.65 A.5-154
2yv9A01 3.40.30.10.66 A.1-110
3r2qA01 3.40.30.10.67 A.1-78,192-202
1u6tA00 3.40.30.10.68 A.1-121
4tveA01 3.40.30.10.69 A.15-131
3ph9A00 3.40.30.10.70 A.16-148
3h1nB01 3.40.30.10.71 B.11-102,223-252
1xtaA01 3.40.33.10.2 A.2-180
3s21A01 3.40.47.10.9 A.1-205
1afwA01 3.40.47.10.10 A.4-136,199-278
3goaA01 3.40.47.10.11 A.2-125,184-267
4yucA01 3.40.47.10.12 A.6-180
3wxyA01 3.40.47.10.13 A.34-255
3mqdA01 3.40.47.10.14 A.27-278
1ox0A01 3.40.47.10.15 A.25-278
5w8qA02 3.40.47.10.16 A.233-387
5tdeA03 3.40.50.261.6 A.243-431
2csuA03 3.40.50.261.7 A.288-453
2fp4B03 3.40.50.261.8 B.247-392
3dmyA02 3.40.50.261.9 A.111-250
1ccwA00 3.40.50.280.1 A.1-137
4jgiB02 3.40.50.280.2 B.81-211
4hh3C02 3.40.50.280.3 C.102-233
2yxbA00 3.40.50.280.4 A.16-154
1reqB02 3.40.50.280.5 B.499-637
3kp1A04 3.40.50.280.6 A.588-737
2xijA02 3.40.50.280.7 A.570-733
3bulA02 3.40.50.280.8 A.95-247
2i2xB02 3.40.50.280.9 B.122-258
3whpA02 3.40.50.280.10 A.165-277
4xc7B01 3.40.50.280.11 B.42-185
4q37A00 3.40.50.280.12 A.1-120
1byiA00 3.40.50.300.1 A.1-224
5g3yA00 3.40.50.300.2 A.1-213
2gxqA00 3.40.50.300.3 A.1-207
4edhB00 3.40.50.300.4 B.1-213
4jl5A00 3.40.50.300.5 A.1-203
4rd4A01 3.40.50.300.6 A.2-207
2oxcA00 3.40.50.300.7 A.24-228
5j4lA00 3.40.50.300.8 A.2-231
2j45A02 3.40.50.300.9 A.91-281
1m7gC00 3.40.50.300.10 C.2-210
6f7uA00 3.40.50.300.11 A.1-214
2c78A01 3.40.50.300.12 A.9-213
3peyA01 3.40.50.300.13 A.4-208
1zd8A00 3.40.50.300.14 A.7-218
3gj0A00 3.40.50.300.15 A.6-212
4jmpA00 3.40.50.300.16 A.20-254
3qxcA00 3.40.50.300.17 A.19-242
3akeA00 3.40.50.300.18 A.1-208
1nn3A00 3.40.50.300.19 A.7-215
1gtvA00 3.40.50.300.20 A.1-208
2hxsA00 3.40.50.300.21 A.1-178
3of5B00 3.40.50.300.22 B.3-222
1vmaA02 3.40.50.300.23 A.96-306
2plrA00 3.40.50.300.24 A.2-213
1vhtA00 3.40.50.300.25 A.2-209
4ql3A00 3.40.50.300.26 A.1-170
1r2qA00 3.40.50.300.27 A.1-170
4n0dA01 3.40.50.300.28 A.34-63,183-353
1cipA01 3.40.50.300.29 A.31-60,180-346
1ukvY00 3.40.50.300.30 Y.3-199
2yogA00 3.40.50.300.31 A.4-210
4mqbB00 3.40.50.300.32 B.5-207
4idhA01 3.40.50.300.33 A.23-230
5y4zA01 3.40.50.300.34 A.1-145,304-341
5jrjA01 3.40.50.300.35 A.33-276
2xtmA00 3.40.50.300.36 A.21-227
2qt1A00 3.40.50.300.37 A.14-207
3peyA02 3.40.50.300.38 A.209-394
5c4mA00 3.40.50.300.39 A.3-181
4hatA00 3.40.50.300.40 A.8-216
4eq6B00 3.40.50.300.41 B.15-251
1mh1A00 3.40.50.300.42 A.1-183
4tmvA01 3.40.50.300.43 A.5-232
1jnyA01 3.40.50.300.44 A.4-225
5aunB01 3.40.50.300.45 B.1-230
2qm8A02 3.40.50.300.46 A.53-264
2cbzA00 3.40.50.300.47 A.2-232
5hr5A01 3.40.50.300.48 A.38-248
2no7B00 3.40.50.300.49 B.40-280
2pzeB00 3.40.50.300.50 B.4-222
2iyvA00 3.40.50.300.51 A.2-180
1uj2A00 3.40.50.300.52 A.21-233
6au6A01 3.40.50.300.53 A.35-71,187-369
1sgwA00 3.40.50.300.54 A.9-208
5idvA01 3.40.50.300.55 A.37-272
4dzzA00 3.40.50.300.56 A.1-206
