1h6uA01 1.10.8.390.1 A.1-43
3jxoA00 3.30.70.1450.2 A.1-84
2bkoA02 3.30.70.1450.3 A.118-199
5f29B00 3.30.70.1450.4 B.1-71
4g65A04 3.30.70.1450.5 A.370-460
4g65B02 3.30.70.1450.6 B.143-235
4gx0B03 3.30.70.1450.7 B.271-348
4gx0B05 3.30.70.1450.8 B.480-561
4xttA00 3.30.70.1450.9 A.1-85
1qtnB00 3.30.70.1470.1 B.6-95
2dkoB00 3.30.70.1470.2 B.1-103
1pyoB00 3.30.70.1470.3 B.7-104
1sc3B00 3.30.70.1470.4 B.1-88
1ylxA00 3.30.70.1480.1 A.5-103
2g0iA00 3.30.70.1490.1 A.3-145
4peoB00 3.30.70.1490.2 B.1-106
1s12A00 3.30.70.1490.3 A.1-94
1vbkA01 3.30.70.1510.1 A.1-83
2gagC02 3.30.70.1520.1 C.39-118
1yj7B01 3.30.70.1530.1 B.2-72
4w4mH00 3.30.70.1530.2 H.5-68
2mkyA00 3.30.70.1530.3 A.1-58
1r89A04 3.30.70.1550.1 A.340-383
2omlA02 3.30.70.1560.1 A.72-177
1vioA03 3.30.70.1560.2 A.130-211
2gmlA02 3.30.70.1560.3 A.81-154
2d1cA02 3.30.70.1570.1 A.386-496
1mmdA06 3.30.70.1590.1 A.692-759
2x51A06 3.30.70.1590.2 A.679-745
1uvjA03 3.30.70.1600.1 A.277-332,398-517
1knzA02 3.30.70.1610.1 A.112-163
1gxlA02 3.30.70.1620.1 A.102-187
1vlyA01 3.30.70.1630.1 A.25-38,126-208
1rkiA01 3.30.70.1650.1 A.1-97
1gqeA02 3.30.70.1660.1 A.125-225,322-365
1zbtA02 3.30.70.1660.2 A.121-223,311-370
1vk3A04 3.30.70.1670.1 A.520-615
3mmjB01 3.30.70.1690.1 B.2-29,104-171
3fz2E00 3.30.70.1700.1 E.2-133
3cimC00 3.30.70.1710.1 C.2-96
4ox6A00 3.30.70.1710.2 A.14-116
5lt5A01 3.30.70.1710.3 A.3-104
5lt5A02 3.30.70.1710.4 A.105-206
2ewhA01 3.30.70.1710.5 A.6-90
3n79A02 3.30.70.1710.6 A.80-184
4p7tB00 3.30.70.1710.7 B.6-91
3u27A02 3.30.70.1710.8 A.10-113
3i96A00 3.30.70.1710.9 A.6-114
3n79A01 3.30.70.1710.10 A.2-79
3vthA02 3.30.110.120.2 A.254-308,363-382
1xezA01 3.30.110.130.1 A.26-110
2ln3A00 3.30.110.140.1 A.1-83
3zihB00 3.30.110.150.1 B.5-84
3bf2A00 3.30.160.150.5 A.15-144
2jxpA01 3.30.160.150.6 A.15-155
2n8xA00 3.30.160.150.7 A.1-166
3bidA01 3.30.160.160.1 A.2-47
2hc5A01 3.30.160.170.1 A.8-105
2i9iA00 3.30.160.180.1 A.19-239
3bghB01 3.30.160.180.2 B.36-221
2jyaA00 3.30.160.190.1 A.4-83
4nzvA02 3.30.160.210.1 A.283-336
3qg5D02 3.30.160.210.2 D.265-330
1neiA00 3.30.160.220.1 A.1-60
2eplX01 3.30.160.230.1 X.2-81
4wpyA01 3.30.160.240.1 A.15-94
3kwrB00 3.30.160.250.1 B.8-89
2dsyD00 3.30.160.250.2 D.3-83
4p78A00 3.30.160.250.3 A.1-86
2yztA00 3.30.160.250.4 A.2-67
3hq1A02 3.30.160.270.1 A.426-642
3hq1B04 3.30.160.270.2 B.491-643
3h09A03 3.30.160.280.1 A.543-630
1wxrA03 3.30.160.280.2 A.482-557
2v89A01 3.30.160.290.1 A.36-68
3o58A01 3.30.190.20.4 A.4-60,156-215
6gzmA01 3.30.200.20.171 A.12-25,36-85
3uibA01 3.30.200.20.172 A.8-115,343-360
2qg7B01 3.30.200.20.173 B.54-141,169-182
4ianA01 3.30.200.20.174 A.21-88,96-114
3dzoA02 3.30.200.20.175 A.46-186
4da5A01 3.30.200.20.176 A.81-174,195-208
3fi8A01 3.30.200.20.177 A.1-66,94-107
2rioA01 3.30.200.20.178 A.8-89
2wtkC01 3.30.200.20.179 C.5-89,294-300
2fstX01 3.30.200.20.180 X.12-117,327-356
5cemA01 3.30.200.20.181 A.8-82
3skjF00 3.30.200.20.182 F.56-198
1kobA01 3.30.200.20.183 A.23-131
4yz9A01 3.30.200.20.184 A.1-82
3q5zA02 3.30.200.20.185 A.27-169
1g8aA01 3.30.200.20.186 A.1-51
3g0eA01 3.30.200.20.187 A.1-131
2wqmA01 3.30.200.20.188 A.20-72,96-114
2x4fB01 3.30.200.20.189 B.80-167
6g38A01 3.30.200.20.190 A.31-166
2zv2A01 3.30.200.20.191 A.10-119
3dxqA01 3.30.200.20.192 A.4-90
3kn6A01 3.30.200.20.193 A.2-48,70-87
4eqmA01 3.30.200.20.194 A.4-92
4feuF01 3.30.200.20.195 F.22-100
1zqwA03 3.30.210.10.6 A.179-247
5jeaB00 3.30.230.70.8 B.6-248
5jeaD00 3.30.230.70.9 D.3-226
5jeaE00 3.30.230.70.10 E.3-268
5jeaF00 3.30.230.70.11 F.5-249
2wp8A00 3.30.230.70.12 A.7-303
2nn6F00 3.30.230.70.13 F.29-270
5jeaC00 3.30.230.70.14 C.14-393
2nn6C00 3.30.230.70.15 C.9-278
4xr8F01 3.30.240.40.1 F.1-66
3hr8A02 3.30.250.10.3 A.271-345
4d8qC02 3.30.260.10.7 C.144-221,431-466
2mcqA01 3.30.300.90.6 A.3-77
1ny8A00 3.30.300.90.7 A.1-97
2kz0A01 3.30.300.90.8 A.6-76
3uebF00 3.30.300.100.1 F.5-104
1pu1A00 3.30.300.100.2 A.4-94
5hjmA02 3.30.300.110.1 A.85-163
3k6rA01 3.30.300.110.2 A.6-86
2frnA01 3.30.300.110.3 A.19-86
2z51A01 3.30.300.130.1 A.1-82
3ux3A01 3.30.300.130.2 A.1-97
3cq2A00 3.30.300.130.3 A.7-102
2z51A02 3.30.300.130.4 A.83-154
1euvA02 3.30.310.130.1 A.66-170
3eayA02 3.30.310.130.2 A.74-253
1xszA03 3.30.310.140.1 A.200-356
2fgtA03 3.30.310.160.1 A.192-335
2o3oA02 3.30.310.160.2 A.45-164
2yh5A00 3.30.310.170.1 A.1-121
3qvsA02 3.30.360.10.60 A.229-329
3moiA02 3.30.360.10.61 A.123-287,294-334
1ydwA02 3.30.360.10.62 A.134-360
1j5pA02 3.30.360.10.63 A.121-223
5eesA02 3.30.360.10.64 A.107-215
1gr0A02 3.30.360.10.65 A.202-311
3oqbH02 3.30.360.10.66 H.142-382
4fb5A02 3.30.360.10.67 A.151-392
2w3sB02 3.30.365.10.19 B.138-172,267-408
4zohA02 3.30.365.10.20 A.107-160,254-332
3nvwL04 3.30.365.10.21 L.390-440,581-745
1nowA01 3.30.379.10.11 A.6-148
3rcnA01 3.30.379.10.12 A.5-135
4emiA03 3.30.390.30.19 A.313-403
3l8kA03 3.30.390.30.20 A.343-459
3oc4B03 3.30.390.30.21 B.323-445
1mo9A03 3.30.390.30.22 A.254-268,386-523
4fx9A03 3.30.390.30.23 A.336-448
1xdiA03 3.30.390.30.24 A.345-466
3kljA03 3.30.390.30.25 A.303-385
3fg2P03 3.30.390.30.26 P.319-404
1xhcA03 3.30.390.30.27 A.307-359
1n62C02 3.30.390.50.1 C.180-284
1rm6B02 3.30.390.50.2 B.217-323
3nvwB03 3.30.390.50.3 B.219-334
1ju2A02 3.30.410.40.1 A.147-191,298-366,390-456
5h8yD02 3.30.413.10.10 D.136-347
2nrhB01 3.30.420.40.160 B.3-60
3i8bA01 3.30.420.40.161 A.2-282
3mcpA02 3.30.420.40.162 A.116-364
3qdkA02 3.30.420.40.163 A.283-553
3qdkB01 3.30.420.40.164 B.5-282
4bc3A01 3.30.420.40.165 A.9-289,466-500
3l0qA01 3.30.420.40.166 A.4-324,474-515
4af1A02 3.30.420.60.1 A.146-271
3agkA02 3.30.420.60.2 A.140-275
3wxmB02 3.30.420.60.3 B.147-268
2vgnB02 3.30.420.60.4 B.141-276
3obwA02 3.30.420.60.5 A.145-262
1dt9A02 3.30.420.60.6 A.143-174,198-277
2qi2A02 3.30.420.60.7 A.127-244
3obyA02 3.30.420.60.8 A.129-245
4cvnG00 3.30.420.80.1 G.11-130
2vqeK00 3.30.420.80.2 K.11-129
5oomP00 3.30.420.80.3 P.39-179
6qulP00 3.30.420.100.1 P.1-117
6hmaM01 3.30.420.100.2 M.21-119
1vq8N00 3.30.420.100.3 N.2-187
3o58E00 3.30.420.100.4 E.9-295
1wb9A02 3.30.420.110.1 A.130-265
1ewqA02 3.30.420.110.2 A.131-248
3thxB02 3.30.420.110.3 B.143-317
3thxA02 3.30.420.110.4 A.125-297
2o8bB02 3.30.420.110.5 B.198-394
2re2A00 3.30.420.130.1 A.16-133
2qtdA00 3.30.420.130.2 A.3-105
1o13A00 3.30.420.130.3 A.14-119
1p90A00 3.30.420.130.4 A.1-123
2wfbA00 3.30.420.130.5 A.1-120
1rduA00 3.30.420.130.6 A.1-116
1nu0A00 3.30.420.140.1 A.2-138
1z84B01 3.30.428.10.20 B.21-62,196-350
3bl9A02 3.30.428.10.21 A.111-298
4zglD00 3.30.428.10.22 D.1-102
4u5pA00 3.30.429.10.25 A.1-140
3ej7C00 3.30.429.10.26 C.2-60
4jj9C00 3.30.429.10.27 C.19-163
2vx8D00 3.30.450.50.1 D.21-158
2nutC00 3.30.450.50.2 C.2-158
4b93A00 3.30.450.50.3 A.1-164
3bw6A00 3.30.450.50.4 A.3-139
4afiB00 3.30.450.50.5 B.21-172
2dmwA01 3.30.450.50.6 A.10-125
5mc7A00 3.30.450.60.1 A.9-147
1nrjA00 3.30.450.60.2 A.1-155
2vglM01 3.30.450.60.3 M.1-141
2vglS00 3.30.450.60.4 S.1-142
2fh5A01 3.30.450.60.5 A.10-138
5ck3C00 3.30.450.60.6 C.11-142
3pr6A00 3.30.450.70.1 A.8-159
2j3wC00 3.30.450.70.2 C.1-142
2j3tD01 3.30.450.70.3 D.2-22,103-215
2j3tC00 3.30.450.70.4 C.2-143
3cueC00 3.30.450.70.5 C.1-156
3ix3A00 3.30.450.80.1 A.7-169
1l3lA01 3.30.450.80.2 A.2-171
3qp1A00 3.30.450.80.3 A.4-181
2q0oA01 3.30.450.80.4 A.2-169
5l09B00 3.30.450.80.5 B.5-168
4lfuA01 3.30.450.80.6 A.5-176
6cc0A01 3.30.450.80.7 A.4-167
5l10B00 3.30.450.80.8 B.2-171
5t6jB00 3.30.457.50.2 B.1-92
2bbhA01 3.30.460.20.1 A.16-168
3ck6E01 3.30.460.20.2 E.3-127
3nvoA01 3.30.460.20.3 A.1-141
4egwA01 3.30.460.20.4 A.23-153
2hn1A01 3.30.460.20.5 A.21-162
4eebA01 3.30.460.20.6 A.5-134
2pliA00 3.30.465.10.24 A.8-91
3pm9A02 3.30.465.10.25 A.106-227
2oaiA00 3.30.465.10.26 A.8-94
1xdnA02 3.30.470.30.1 A.43-197
2cfmA02 3.30.470.30.2 A.221-421
3qwuA02 3.30.470.30.3 A.52-231
2hivA02 3.30.470.30.4 A.252-457
3uq8A03 3.30.470.30.5 A.118-251
1xk5A01 3.30.470.30.6 A.6-204
4glwA01 3.30.470.30.7 A.69-290
1ckmA01 3.30.470.30.8 A.11-59,84-189
3w1bA02 3.30.470.30.9 A.242-454
3rtxA01 3.30.470.30.10 A.1-46,71-189
2rpbA00 3.30.479.30.2 A.1-113
3fgqA02 3.30.497.10.24 A.47-185,292-341
3ozqA02 3.30.497.10.25 A.38-174,280-318
2r9yA01 3.30.497.10.26 A.12-179,277-327
5inwA01 3.30.497.10.27 A.74-251,350-403
1l5jA05 3.30.499.10.7 A.683-862
2ia1A01 3.30.500.20.1 A.1-119
2nykA01 3.30.500.30.1 A.9-173
1y1uA04 3.30.505.10.44 A.467-553
1uurA04 3.30.505.10.45 A.341-473
2izvA00 3.30.505.10.46 A.17-179
1rjaA00 3.30.505.10.47 A.1-100
2cr4A01 3.30.505.10.48 A.19-117
2rvfA00 3.30.505.10.49 A.1-104
1kcmA00 3.30.530.20.52 A.1-256
2l9pA00 3.30.530.20.53 A.1-164
2m47A00 3.30.530.20.54 A.1-163
2lakA00 3.30.530.20.55 A.1-160
2lf2A00 3.30.530.20.56 A.1-175
1zxfA00 3.30.530.20.57 A.1-155
2k5gA01 3.30.530.20.58 A.12-191
1inpA02 3.30.540.10.14 A.1-80,128-234
5zhhA01 3.30.540.10.15 A.2-143
5du9B02 3.30.559.30.1 B.230-448
2jgpA03 3.30.559.30.2 A.266-436,459-520
3fotA02 3.30.559.30.3 A.231-445,471-519
2xhgA02 3.30.559.30.4 A.184-464
5oc1A02 3.30.560.10.3 A.41-78,130-207,307-500
3jz3B01 3.30.565.10.33 B.41-214
4bizA02 3.30.565.10.34 A.144-296
1th8A00 3.30.565.10.35 A.1-139
3ke6A02 3.30.565.10.36 A.258-396
4kp4A02 3.30.565.10.37 A.80-227
3v8hC00 3.30.572.10.5 C.6-314
1r8gB00 3.30.590.20.3 B.2-370
3n6rA03 3.30.700.30.1 A.469-601
4u2nB02 3.30.710.10.25 B.157-252
2p1pA00 3.30.710.10.26 A.8-160
4yy8B01 3.30.710.10.27 B.13-90
1s1gA00 3.30.710.10.28 A.12-118
3sk1C01 3.30.720.120.2 C.9-62
3itwB01 3.30.720.120.3 B.2-67
2kjzA01 3.30.720.120.4 A.23-76
4gywC04 3.30.720.150.1 C.389-522
3vseB02 3.30.750.80.5 B.70-174
3v97A03 3.30.750.80.6 A.393-484
1bplA01 3.30.750.90.1 A.3-106
4ae2C01 3.30.750.130.1 C.40-85
2jgbA01 3.30.760.10.3 A.14-186
1vw4700 3.30.780.10.6 7.41-146
1hr6A01 3.30.830.10.32 A.1-214
1hr7C02 3.30.830.10.33 C.221-454
1hr6B02 3.30.830.10.34 B.235-442
3amiA02 3.30.830.10.35 A.226-424
3hsiA01 3.30.870.10.15 A.7-25,238-458
1xdpA04 3.30.870.10.16 A.499-588,593-613,614-687
4tzmB00 3.30.900.10.6 B.16-251
1u2mA00 3.30.910.20.3 A.1-143
3imoC00 3.30.920.70.1 C.22-133
4g84A01 3.30.930.10.49 A.13-362
2zt5A01 3.30.930.10.50 A.64-142,227-552
1atiB01 3.30.930.10.51 B.1-374
3netB01 3.30.930.10.52 B.11-367
1z7mC00 3.30.930.10.53 C.22-339
2ddzE00 3.30.930.10.54 E.1-190
3l4gC04 3.30.930.10.55 C.225-498
1s4dE02 3.30.950.10.12 E.130-270
2qbuA02 3.30.950.10.13 A.133-228
1xviA02 3.30.980.20.3 A.95-188
3hvnA02 3.30.1040.20.3 A.53-88,375-391
2i00A03 3.30.1050.10.15 A.302-396
3n7zB03 3.30.1050.10.16 B.284-378
1ev0A00 3.30.1070.10.3 A.1-58
4g7nA01 3.30.1120.120.2 A.2-122
4g7nA02 3.30.1120.130.1 A.123-219
4nkbB02 3.30.1120.130.2 B.131-228
4f8bA00 3.30.1130.10.9 A.21-159
3j7aD01 3.30.1140.32.3 D.97-192
1tolA02 3.30.1150.10.4 A.136-208
3nyiA02 3.30.1180.10.8 A.160-296
3pgvA02 3.30.1240.10.13 A.101-206
2pq0A02 3.30.1240.10.14 A.81-180
2dgbA00 3.30.1280.10.3 A.2-84
2g2sA00 3.30.1300.40.2 A.3-66
6m9yA00 3.30.1300.40.3 A.2-58
1wd5A02 3.30.1310.20.1 A.53-113
3oonA00 3.30.1330.60.8 A.1-123
3s0yB00 3.30.1330.60.9 B.29-188
3ldtA00 3.30.1330.60.10 A.17-163
3khnB00 3.30.1330.60.11 B.7-163
2zovA00 3.30.1330.60.12 A.21-195
2zf8A02 3.30.1330.60.13 A.155-271
2kgwA00 3.30.1330.60.14 A.1-129
2h8eA00 3.30.1330.70.1 A.1-120
4bt2A02 3.30.1330.80.1 A.100-222
4bt2A01 3.30.1330.80.2 A.20-99,223-256
2hx0A01 3.30.1330.80.3 A.18-149
3hwuA00 3.30.1330.80.4 A.2-145
1j5yA02 3.30.1340.20.1 A.80-186
1xzpB00 3.30.1360.120.5 B.20-150
2gagC01 3.30.1360.120.6 C.16-38,119-198
3ttgA00 3.30.1360.120.7 A.16-355
3tfiA00 3.30.1360.120.8 A.1-369
2gahA02 3.30.1360.120.9 A.574-965
1hi9A02 3.30.1360.130.1 A.118-132,214-274
1twfA09 3.30.1360.140.1 A.1141-1275
5tj3A02 3.30.1360.150.1 A.354-470
3qd7X00 3.30.1370.110.3 X.2-132
2vkcA00 3.30.1370.110.4 A.31-135
4g08A02 3.30.1370.120.1 A.85-154
4e9jA02 3.30.1370.120.2 A.174-242
3gr5A02 3.30.1370.120.3 A.89-156
2y3mB01 3.30.1370.120.4 B.5-10,72-168
3ezjA02 3.30.1370.120.5 A.104-171
3ezjA03 3.30.1370.120.6 A.172-239
4e9jB01 3.30.1370.120.7 B.20-172
1sz7A00 3.30.1380.20.1 A.22-180
2bjnB00 3.30.1380.20.2 B.1-159
1vw4U00 3.30.1390.20.3 U.2-83
2nwuB01 3.30.1440.10.6 B.4-138
3e2lD02 3.30.1450.10.5 D.75-165
1k8kD01 3.30.1460.20.1 D.133-283
1k8kD02 3.30.1460.20.2 D.1-131
1k8kF00 3.30.1460.20.3 F.2-168
2fmaA00 3.30.1490.140.1 A.1-59
1vajA02 3.30.1490.150.1 A.114-187
2qyzA01 3.30.1490.160.1 A.4-56
1b33N01 3.30.1490.170.1 N.1-55
1twfA04 3.30.1490.180.1 A.374-436
4c2mA04 3.30.1490.180.2 A.505-581
4lmyA02 3.30.1490.190.1 A.96-149
4rayA02 3.30.1490.190.2 A.87-136
6d57A02 3.30.1490.190.3 A.101-153
2fe3A02 3.30.1490.190.4 A.88-144
3mwmA02 3.30.1490.190.5 A.85-136
3eyyA02 3.30.1490.190.6 A.85-135
2v14A00 3.30.1520.10.17 A.1-134
3p0cA00 3.30.1520.10.18 A.17-127
4bgjA00 3.30.1520.10.19 A.4-138
5z42A00 3.30.1540.20.1 A.1-102
2hjhA02 3.30.1600.10.6 A.63-114,156-242
2xxlA01 3.30.1640.30.1 A.27-104
2nocA01 3.30.1660.10.7 A.21-91
5b4wE02 3.30.1680.10.10 E.495-541
4gz8B02 3.30.1680.10.11 B.500-575
3fhvA00 3.30.1690.10.3 A.7-156
2l31A00 3.30.1740.10.5 A.1-112
3hdjA01 3.30.1780.10.3 A.3-117,289-313
2wzpR03 3.30.1920.20.1 R.238-317
4acvB00 3.30.2000.30.1 B.1-123
3b34A02 3.30.2010.30.1 A.216-300
3k8rA01 3.30.2020.40.1 A.26-93
3tmaA01 3.30.2130.30.4 A.19-173
1w4tA01 3.30.2140.10.3 A.20-108,208-297
3kxeA00 3.30.2310.20.10 A.16-109
5czfD00 3.30.2310.20.11 D.20-111
5aunA01 3.30.2320.50.1 A.1-68,124-136
3dh3A02 3.30.2350.10.8 A.63-243
3tboA00 3.40.5.90.2 A.3-59
4pkhG00 3.40.20.10.19 G.1-159
1j72A01 3.40.20.10.20 A.11-119
5y1zA01 3.40.20.10.21 A.4-135
3mszB00 3.40.30.10.252 B.3-89
4fybA00 3.40.30.10.253 A.75-235
2ywiB00 3.40.30.10.254 B.8-196
5jpoD01 3.40.30.10.255 D.1-82
2b5eA02 3.40.30.10.256 A.123-219
3hz8A00 3.40.30.10.257 A.2-193
4gxzD00 3.40.30.10.258 D.20-189
3iraA00 3.40.30.10.259 A.1-172
3qavA01 3.40.30.10.260 A.25-103
4owyA00 3.40.30.10.261 A.23-196
2imfA00 3.40.30.10.262 A.1-203
5dvbD00 3.40.30.10.263 D.18-187
3c7mA00 3.40.30.10.264 A.1-195
4agsA03 3.40.30.10.265 A.248-332
4jrrB00 3.40.30.10.266 B.6-189
4isdA01 3.40.30.10.267 A.4-91,201-214
3l9vC00 3.40.30.10.268 C.4-184
4tr3A00 3.40.30.10.269 A.1-188
5hqpD02 3.40.30.10.270 D.118-218
1ttzA00 3.40.30.10.271 A.2-76
4o92A01 3.40.30.10.272 A.2-78,184-196
3qcpA01 3.40.30.10.273 A.14-184
4nxiA00 3.40.30.10.274 A.8-208
2bmxA00 3.40.30.10.275 A.2-170
2remB00 3.40.30.10.276 B.3-189
2p0gB00 3.40.30.10.277 B.2-81
5u56A01 3.40.30.10.278 A.3-84,197-204
2okaA00 3.40.30.10.279 A.4-87
3i9v202 3.40.30.10.280 2.75-180
5u56C01 3.40.30.10.281 C.3-82,188-196
5oomb00 3.40.30.10.282 b.2-149
4ptsB01 3.40.30.10.283 B.15-170
4z7xB00 3.40.30.10.284 B.11-228
4jr6B00 3.40.30.10.285 B.27-223
2pwjA00 3.40.30.10.286 A.10-171
1z9hA01 3.40.30.10.287 A.13-92
3s6sB00 3.40.33.10.10 B.2-183
5jysA00 3.40.33.10.11 A.158-298
3p3vB00 3.40.35.10.3 B.1-163
2ebdA02 3.40.47.10.57 A.170-309
1tedA02 3.40.47.10.58 A.245-393
1u0mA02 3.40.47.10.59 A.212-357
4efiA00 3.40.47.10.60 A.6-354
4yzoC00 3.40.47.10.61 C.2-373
2h84A02 3.40.47.10.62 A.227-374
3v7iA02 3.40.47.10.63 A.267-413
4x9kA00 3.40.47.10.64 A.3-360
4zavA00 3.40.50.1950.2 A.1-208
1sbzD00 3.40.50.1950.3 D.2-185
1mvlA00 3.40.50.1950.4 A.19-200
3qjgA00 3.40.50.1950.5 A.5-175
3lqkA00 3.40.50.1950.6 A.4-197
1p3y100 3.40.50.1950.7 1.3-185
4ycbB00 3.40.50.1970.1 B.21-183
5br4B01 3.40.50.1970.2 B.2-186
1o2dA01 3.40.50.1970.3 A.19-191
3w5sA01 3.40.50.1970.4 A.21-180
1kq3A01 3.40.50.1970.5 A.12-169
5c5dD00 3.40.50.1970.6 D.1-159
4qgsA01 3.40.50.1970.7 A.20-194
1ujnA01 3.40.50.1970.8 A.1-161
5eksB01 3.40.50.1970.9 B.7-179
1sg6A01 3.40.50.1970.10 A.4-182
1ta9B01 3.40.50.1970.11 B.69-220
5tprA01 3.40.50.1970.12 A.37-220
2gruA01 3.40.50.1970.13 A.2-171
5k8cA01 3.40.50.1970.14 A.1-186
3ce9A01 3.40.50.1970.15 A.6-160
4rflA01 3.40.50.1970.16 A.38-172
3zdrA01 3.40.50.1970.17 A.23-215
3u7qA02 3.40.50.1980.1 A.63-205
4wesB01 3.40.50.1980.2 B.22-162
4nnoA02 3.40.50.1980.3 A.162-291
4nnoA01 3.40.50.1980.4 A.14-161
3u7qA03 3.40.50.1980.5 A.206-320
2x4lA01 3.40.50.1980.6 A.28-166
3md9A02 3.40.50.1980.7 A.123-254
4inoA01 3.40.50.1980.8 A.1-136
5gizA01 3.40.50.1980.9 A.1-129
4h59A01 3.40.50.1980.10 A.3-141
5jg7B00 3.40.50.1980.11 B.1-160
3u7qB04 3.40.50.1980.12 B.365-470
3u7qB02 3.40.50.1980.13 B.216-320
5yscA02 3.40.50.1980.14 A.140-271
2etvA01 3.40.50.1980.15 A.6-149
4mdyA01 3.40.50.1980.16 A.11-146
2x4lA02 3.40.50.1980.17 A.173-321
2wi8A01 3.40.50.1980.18 A.17-142
4wesB02 3.40.50.1980.19 B.163-266
3md9A01 3.40.50.1980.20 A.2-122
5m3bB01 3.40.50.1980.21 B.24-143
4jccA02 3.40.50.1980.22 A.156-259
1toaA02 3.40.50.1980.23 A.182-312
1toaA01 3.40.50.1980.24 A.37-179
4pagA01 3.40.50.1980.25 A.2-137
2ogwA01 3.40.50.1980.26 A.27-196
1h1lD03 3.40.50.1980.27 D.47-66,361-473
3lhsA01 3.40.50.1980.28 A.5-112
3r5tA01 3.40.50.1980.29 A.3-116
4mlzA01 3.40.50.1980.30 A.30-155
4wesB04 3.40.50.1980.31 B.313-410
4mdyA02 3.40.50.1980.32 A.147-295
2wi8A02 3.40.50.1980.33 A.143-299
4hn9A01 3.40.50.1980.34 A.33-162
5w56B01 3.40.50.1980.35 B.3-156
3pshA02 3.40.50.1980.36 A.166-326
2r7aA02 3.40.50.1980.37 A.123-256
4gicA01 3.40.50.1980.38 A.3-27,240-357
1kaeA01 3.40.50.1980.39 A.6-24,236-364,370-378
5m29A02 3.40.50.1980.40 A.144-269
2ynmC02 3.40.50.1980.41 C.25-163
5cr9A01 3.40.50.1980.42 A.15-134
4m7oA02 3.40.50.1980.43 A.145-277
4jccA01 3.40.50.1980.44 A.2-155,260-285
3pshA01 3.40.50.1980.45 A.1-165
4fkmA02 3.40.50.1980.46 A.91-259
4cl2A02 3.40.50.1980.47 A.160-274
2prsA02 3.40.50.1980.48 A.171-284
1pq4A01 3.40.50.1980.49 A.1-186
3aekB01 3.40.50.1980.50 B.11-147
3be6A01 3.40.50.1980.51 A.1-116
4m7oA01 3.40.50.1980.52 A.20-144
4h59A02 3.40.50.1980.53 A.143-308
4inoA02 3.40.50.1980.54 A.137-302
3eixA02 3.40.50.1980.55 A.113-294
3u7qA01 3.40.50.1980.56 A.4-62,345-479
4n01A01 3.40.50.1980.57 A.41-157
3tnyA02 3.40.50.1980.58 A.124-296
2ynmC03 3.40.50.1980.59 C.164-286
4ljsA02 3.40.50.1980.60 A.179-323
5cr9A02 3.40.50.1980.61 A.135-309
3tefA02 3.40.50.1980.62 A.152-255
4mlzA02 3.40.50.1980.63 A.156-328
2ynmC01 3.40.50.1980.64 C.3-24,287-419
3r5tA02 3.40.50.1980.65 A.117-298
3pdiB01 3.40.50.1980.66 B.19-163
3tefA01 3.40.50.1980.67 A.2-151,256-280
3mfqA02 3.40.50.1980.68 A.148-282
2xdqB01 3.40.50.1980.69 B.14-160
3gi1B01 3.40.50.1980.70 B.12-177
2ynmD02 3.40.50.1980.71 D.148-270
3pdiH04 3.40.50.1980.72 H.311-435
2q8pA02 3.40.50.1980.73 A.89-260
4pagA03 3.40.50.1980.74 A.167-270
3be6A02 3.40.50.1980.75 A.117-294
2xdqA03 3.40.50.1980.76 A.158-310
5n6yA01 3.40.50.1980.77 A.2-194
1pq4A02 3.40.50.1980.78 A.187-289
3tlkB02 3.40.50.1980.79 B.146-318
3pdiB02 3.40.50.1980.80 B.164-286
1efdN02 3.40.50.1980.81 N.93-263
4hn9A03 3.40.50.1980.82 A.190-290
4n01A02 3.40.50.1980.83 A.159-336
6mflA02 3.40.50.1980.84 A.170-273
3pdiA01 3.40.50.1980.85 A.32-185
2o1eB01 3.40.50.1980.86 B.21-188
2etvA02 3.40.50.1980.87 A.150-346
3mwfA02 3.40.50.1980.88 A.111-296
4ljsA01 3.40.50.1980.89 A.8-177
3g9qA02 3.40.50.1980.90 A.116-273
1l5hA02 3.40.50.1980.91 A.344-479
1kaeA02 3.40.50.1980.92 A.28-102,121-230,382-388
1efdN01 3.40.50.1980.93 N.2-92
4h0fA02 3.40.50.1980.94 A.156-264
2ynmD03 3.40.50.1980.95 D.271-451
5joqA01 3.40.50.1980.96 A.33-118
3aekB04 3.40.50.1980.97 B.281-374
3aekB02 3.40.50.1980.98 B.148-237
4mx8A02 3.40.50.1980.99 A.176-287
4wesC01 3.40.50.1980.100 C.3-53,333-519
4fkmA01 3.40.50.1980.101 A.3-90
4mx8C01 3.40.50.1980.102 C.15-175,288-315
4gicA02 3.40.50.1980.103 A.28-239,375-401
3t5tB01 3.40.50.2000.1 B.2-263,456-480
2vchA01 3.40.50.2000.2 A.6-240,452-476
6bk0A01 3.40.50.2000.3 A.16-254,447-466
3h4tA01 3.40.50.2000.4 A.2-201,366-398
4relA01 3.40.50.2000.5 A.1-248,425-444
2gj4A02 3.40.50.2000.6 A.475-801
5uofA01 3.40.50.2000.7 A.8-238,448-466
2acvA01 3.40.50.2000.8 A.3-254,443-462
2c1zA01 3.40.50.2000.9 A.6-250,432-451
6gnfB01 3.40.50.2000.10 B.14-305,522-541
2r60A01 3.40.50.2000.11 A.7-229,445-462
4m83A01 3.40.50.2000.12 A.8-221,384-400
5dldA01 3.40.50.2000.13 A.8-195,366-401
