2z4sA02 1.10.8.60.51 A.264-335
4j37A02 3.30.70.660.2 A.125-327
1vs3A02 3.30.70.660.3 A.106-249
1qd1B02 3.30.70.670.1 B.181-325
1f3vA00 3.30.70.680.1 A.8-165
3tj8A02 3.30.70.790.1 A.76-149
1gmuA01 3.30.70.790.2 A.72-138
1earA02 3.30.70.790.3 A.74-142
3tj9A02 3.30.70.790.4 A.76-155
2hfvA01 3.30.70.790.5 A.21-97
1kn6A00 3.30.70.850.1 A.11-83
5b7wA01 3.30.70.860.1 A.1-8,99-161
2k3iA01 3.30.70.860.2 A.25-109
2jz5A00 3.30.70.860.3 A.1-91
2dy1A03 3.30.70.870.1 A.378-453
2xexA03 3.30.70.870.2 A.405-482
1n0uA04 3.30.70.870.3 A.486-561
2yweA03 3.30.70.870.4 A.288-369
4zciA03 3.30.70.870.5 A.334-422
3e3xA01 3.30.70.870.6 A.29-115,291-316
2bm0A03 3.30.70.870.7 A.433-483
5gmdA02 3.30.70.890.1 A.184-325
2gs8A02 3.30.70.890.2 A.178-317
2hfsA02 3.30.70.890.3 A.184-329
1vr4C00 3.30.110.70.1 C.1-103
2y1bA00 3.30.110.70.2 A.33-118
3qkbA00 3.30.110.70.3 A.17-110
1ii7B02 3.30.110.80.1 B.229-250,272-332
1yuiA00 3.30.160.60.62 A.1-54
2mdgA00 3.30.160.60.63 A.1-55
1wjpA02 3.30.160.60.64 A.43-66
1zu1A02 3.30.160.60.65 A.72-127
2ct1A01 3.30.160.60.66 A.14-69
1zu1A01 3.30.160.60.67 A.15-71
2egmA00 3.30.160.60.68 A.1-57
2vrdA00 3.30.160.60.69 A.1-61
1zr9A00 3.30.160.60.70 A.36-102
1b69A00 3.30.160.60.71 A.1-69
2csvA00 3.30.160.60.72 A.1-72
1x3cA00 3.30.160.60.73 A.1-73
2d9hA00 3.30.160.60.74 A.1-78
2djaA00 3.30.160.60.75 A.1-84
2ej4A01 3.30.160.60.76 A.11-95
2lv2A00 3.30.160.60.77 A.1-85
1x6fA00 3.30.160.60.78 A.1-88
2ghfA01 3.30.160.60.79 A.14-102
2cshA01 3.30.160.60.80 A.10-99
2ctdA00 3.30.160.60.81 A.1-96
2junA00 3.30.160.60.82 A.1-101
4zyeA01 3.30.160.70.1 A.13-80
3fpnA00 3.30.190.20.2 A.2-119
2f57B01 3.30.200.20.121 B.17-123
3uqcB01 3.30.200.20.122 B.22-114
3rgfA01 3.30.200.20.123 A.1-101
2ycfA01 3.30.200.20.124 A.2-95
1phkA01 3.30.200.20.125 A.15-105
3fhrA01 3.30.200.20.126 A.26-107
2vwiD01 3.30.200.20.127 D.6-94
1tkiA01 3.30.200.20.128 A.1-84
2i6lA01 3.30.200.20.129 A.6-105
3eqcA01 3.30.200.20.130 A.6-114
4lrjA01 3.30.200.20.131 A.7-79
3p1aA01 3.30.200.20.132 A.25-136
4gyiA02 3.30.200.20.133 A.96-195
2jamA01 3.30.200.20.134 A.7-87
3vwaA01 3.30.200.20.135 A.1-90
6eixA01 3.30.200.20.136 A.23-118
1kutB01 3.30.200.20.137 B.2-77,213-230
6e2nA01 3.30.200.20.138 A.14-101
3jr1A01 3.30.200.20.139 A.14-112
4jr7A02 3.30.200.20.140 A.32-156
1o6lA02 3.30.200.20.141 A.1-90,285-331
3uimA01 3.30.200.20.142 A.15-108
3d5vA01 3.30.200.20.143 A.30-124
3alnB01 3.30.200.20.144 B.6-103
3dlsB01 3.30.200.20.145 B.9-112
2bcqA04 3.30.210.10.4 A.269-335
2vhoE02 3.30.230.10.45 E.73-159
3uhmA01 3.30.230.20.1 A.1-127
6ih0A01 3.30.230.20.2 A.2-122
2cveA01 3.30.230.30.1 A.2-125
5ekwA01 3.30.230.40.1 A.7-96
4mu3A02 3.30.230.40.2 A.97-192
5dnlA01 3.30.230.40.3 A.1-75
2ae8B01 3.30.230.40.4 B.29-116
3c6fA01 3.30.240.20.2 A.16-77
5jrjA02 3.30.250.10.1 A.277-335
4xcgA02 3.30.260.10.5 A.143-220,376-410
1mdbA04 3.30.300.30.17 A.430-536
3iteB02 3.30.300.30.18 B.436-540
4oxiA02 3.30.300.30.19 A.469-570
3kxwA02 3.30.300.30.20 A.458-581
4dg8A02 3.30.300.30.21 A.420-515
1ultA02 3.30.300.30.22 A.434-534
4r0mA02 3.30.300.30.23 A.437-544
5buqA02 3.30.300.30.24 A.385-465
4d57A02 3.30.300.30.25 A.437-516
4oycB00 3.30.300.30.26 B.4-98
5ifiC02 3.30.300.30.27 C.561-643
3pbkA02 3.30.300.30.28 A.460-567
1j3mA00 3.30.310.70.2 A.3-129
2zfdB00 3.30.310.80.1 B.4-122
3oseA00 3.30.310.80.2 A.21-120
3t4nA01 3.30.310.80.3 A.54-176
2v8qA01 3.30.310.80.4 A.8-77,139-157
2qrdA00 3.30.310.80.5 A.11-137
3e18A02 3.30.360.10.44 A.124-303,319-350
3btvA02 3.30.360.10.45 A.158-358,405-438
3m2tA02 3.30.360.10.46 A.127-278
3v5nD02 3.30.360.10.47 D.173-351,391-416
1p1jA02 3.30.360.10.48 A.323-437
4inaA02 3.30.360.10.49 A.143-339
3f4lA02 3.30.360.10.50 A.123-345
4h3vB02 3.30.360.10.51 B.141-390
1rm6A01 3.30.365.10.13 A.17-39,188-283
4zohA05 3.30.365.10.14 A.415-564
4usaA05 3.30.365.10.15 A.365-457
4a4aA02 3.30.379.10.7 A.159-288
5fkyB01 3.30.379.10.8 B.4-124
3bjsA01 3.30.390.10.65 A.39-158
3q45A01 3.30.390.10.66 A.1-114,357-368
4jhmA01 3.30.390.10.67 A.4-120
4dhgD01 3.30.390.10.68 D.5-154,398-441
2qq6B01 3.30.390.10.69 B.9-107,375-393
1yeyD01 3.30.390.10.70 D.5-182
3dk9A03 3.30.390.30.1 A.366-478
5fs8A03 3.30.390.30.2 A.379-509
5u8uA03 3.30.390.30.3 A.355-477
4ywoA03 3.30.390.30.4 A.340-454
4eqsA03 3.30.390.30.5 A.330-437
3dghA03 3.30.390.30.6 A.361-475
4rekA02 3.30.410.10.1 A.148-205,315-376,398-434
5h92B03 3.30.413.10.8 B.433-582
3h1qA01 3.30.420.40.92 A.2-141,257-272
4htlA01 3.30.420.40.93 A.5-104
5nblA01 3.30.420.40.94 A.15-142,452-479
4czgA02 3.30.420.40.95 A.148-178,256-313
4fo0A01 3.30.420.40.96 A.1-43,153-234,548-588
2ychA03 3.30.420.40.97 A.188-336
3zeuA02 3.30.420.40.98 A.94-188
3htvA01 3.30.420.40.99 A.4-114
6eofA01 3.30.420.40.100 A.2-186,362-390
2ch5B02 3.30.420.40.101 B.122-311,333-347
6eofA02 3.30.420.40.102 A.187-226,311-361
5eoxB03 3.30.420.40.103 B.193-320
3js6A01 3.30.420.40.104 A.2-85,86-178,319-343
1sazA01 3.30.420.40.105 A.2-134,333-375
4h0oA01 3.30.420.40.106 A.14-199
1sz2B01 3.30.420.40.107 B.13-110,311-332
3cerC01 3.30.420.40.108 C.12-139
4pl7B01 3.30.420.40.109 B.5-136,335-429
3ohrA01 3.30.420.40.110 A.3-106
4i6mA01 3.30.420.40.111 A.2-141,436-466
4h0pA01 3.30.420.40.112 A.5-208
3lm2A01 3.30.420.40.113 A.3-99
4a2bA03 3.30.420.40.114 A.199-236,303-359
1k8kB01 3.30.420.40.115 B.154-185,274-343
3weeA02 3.30.420.40.116 A.154-199,312-420
3hi0A01 3.30.420.40.117 A.4-120
2p9uB01 3.30.420.40.118 B.110-185,273-357
2a6aA01 3.30.420.40.119 A.14-104,174-205
3venA02 3.30.420.40.120 A.119-346
4gniA03 3.30.420.40.121 A.203-240,327-375
4e1jD02 3.30.420.40.122 D.275-519
5nckA01 3.30.420.40.123 A.1-105
3wuhA02 3.30.420.40.124 A.141-330
4k25A01 3.30.420.40.125 A.9-140,331-382
3bl9B03 3.30.428.10.14 B.137-255
1y23A00 3.30.428.10.15 A.5-143
3anoA00 3.30.428.10.16 A.29-210
4fazA00 3.30.429.10.19 A.1-62
4fdxB00 3.30.429.10.20 B.1-64
3ej9B00 3.30.429.10.21 B.1-59
3mq0B02 3.30.450.40.6 B.99-272
2w3gA00 3.30.450.40.7 A.1-150
4g3vA00 3.30.450.40.8 A.3-164
1ysqA00 3.30.450.40.9 A.7-193
2gx5C00 3.30.450.40.10 C.10-170
1yspA00 3.30.450.40.11 A.3-174
4y2fA00 3.30.450.40.12 A.1-143
3bjnA00 3.30.450.40.13 A.4-165
2o0yB02 3.30.450.40.14 B.84-260
2zmfA00 3.30.450.40.15 A.8-184
4etxA01 3.30.450.40.16 A.1-164
3eeaA00 3.30.450.40.17 A.6-160
3obfA00 3.30.450.40.18 A.1-176
4mcwB01 3.30.450.40.19 B.4-166
4glqA00 3.30.450.40.20 A.8-156
1ykdB02 3.30.450.40.21 B.198-384
2ia2A02 3.30.450.40.22 A.84-265
3citA00 3.30.450.40.23 A.2-158
4e04A02 3.30.450.40.24 A.123-320
6mghD00 3.30.450.40.25 D.12-163
5hpfA00 3.30.450.40.26 A.4-178
3oovA00 3.30.450.40.27 A.6-169
3e98B00 3.30.450.40.28 B.65-244
4lrzE01 3.30.450.40.29 E.13-190
4mn7A00 3.30.450.40.30 A.1-148
3k1lA01 3.30.457.40.1 A.5-96
1ylqA00 3.30.460.10.28 A.1-93
6fgjA01 3.30.460.10.29 A.40-189
1v4aA02 3.30.460.10.30 A.111-284
3nybA02 3.30.460.10.31 A.34-143
2o5aA01 3.30.460.10.32 A.2-108
3aqlA01 3.30.460.10.33 A.1-163
2yvsA01 3.30.465.10.18 A.1-114
2rk5A00 3.30.465.10.19 A.1-86
2p3hA00 3.30.465.10.20 A.4-101
1i7nA03 3.30.470.20.32 A.104-136,197-282
3vpbB03 3.30.470.20.33 B.171-282
2pvpA02 3.30.470.20.34 A.139-165,230-348
4egjD02 3.30.470.20.35 D.114-317
1ehiA02 3.30.470.20.36 A.219-362
1gsaA02 3.30.470.20.37 A.115-136,202-300
2olsA02 3.30.470.20.38 A.196-360
1m0wA02 3.30.470.20.39 A.52-63,118-159,438-491
2pn1A03 3.30.470.20.40 A.192-311
1t36A06 3.30.470.20.41 A.666-936
1xb2B02 3.30.479.20.4 B.61-168,178-190
3kcgI01 3.30.497.10.16 I.11-224,321-377
4au2B01 3.30.497.10.17 B.3-176,274-342
2wxyC02 3.30.497.10.18 C.102-256,351-405
1k9oI01 3.30.497.10.19 I.3-171,279-324
4kp1A01 3.30.499.10.5 A.25-295
1a6zA01 3.30.500.10.15 A.4-182
3it8D01 3.30.500.10.16 D.1-180
2xp1A01 3.30.505.10.32 A.2-96
1bg1A04 3.30.505.10.33 A.463-585
2hmhA00 3.30.505.10.34 A.19-152
3cxlA01 3.30.505.10.35 A.31-134
1milA00 3.30.505.10.36 A.1-104
1rpyB00 3.30.505.10.37 B.8-97
2d4rA00 3.30.530.20.38 A.2-147
3ijtB00 3.30.530.20.39 B.12-154
1jssA00 3.30.530.20.40 A.24-222
2ffsA00 3.30.530.20.41 A.2-151
3pu2B00 3.30.530.20.42 B.3-157
2wqlA00 3.30.530.20.43 A.3-154
3ni8A00 3.30.530.20.44 A.18-157
1ka1A01 3.30.540.10.10 A.2-220
1lbvA01 3.30.540.10.11 A.1-138
2vsqA01 3.30.559.10.20 A.1-193,357-382
1xmcB03 3.30.559.10.21 B.394-503,536-548,557-610
2bghA01 3.30.559.10.22 A.4-210
2bghA02 3.30.559.10.23 A.211-421
3qvpA03 3.30.560.10.1 A.110-217,325-434,452-518,554-570
4pl9A00 3.30.565.10.23 A.3-178
4e01A02 3.30.565.10.24 A.224-405
4qpkB02 3.30.565.10.25 B.110-243
2o1uB01 3.30.565.10.26 B.47-235,242-248
3ehgA00 3.30.565.10.27 A.1-125
1bkpA00 3.30.572.10.3 A.1-278
2gwcB00 3.30.590.20.1 B.14-449
3sokB00 3.30.700.10.7 B.1-151
2if5A00 3.30.710.10.17 A.1-120
1cs3A00 3.30.710.10.18 A.1-116
4u2mA02 3.30.710.10.19 A.156-254
3ga1A00 3.30.710.10.20 A.7-119
1u7iA01 3.30.720.100.1 A.9-74
1u7iA02 3.30.720.110.1 A.75-135
3vcxA02 3.30.720.110.2 A.91-145
3itwA02 3.30.720.110.3 A.68-123
1hf2A01 3.30.750.50.1 A.1-100
3ju4A01 3.30.750.60.1 A.1-72
4hizA01 3.30.750.60.2 A.26-67
3gk7A02 3.30.750.70.1 A.185-289
4ue8A00 3.30.760.10.1 A.2-170
2rvhA00 3.30.780.10.4 A.1-108
2fgeA04 3.30.830.10.24 A.548-797
3gwbA02 3.30.830.10.25 A.229-426
3amiA01 3.30.830.10.26 A.3-225
4xeaA02 3.30.830.10.27 A.232-423
1q32C02 3.30.870.10.11 C.268-541
4rctA01 3.30.870.10.12 A.19-203
4j2gA00 3.30.900.10.4 A.17-272
1u2mB00 3.30.910.20.1 B.5-143
6g26E00 3.30.920.30.3 E.4-64
1httA01 3.30.930.10.35 A.3-324
1wu7A01 3.30.930.10.36 A.16-44,82-106,125-329
6h9xA02 3.30.930.10.37 A.105-430
3bfmA01 3.30.930.10.38 A.13-191
3a32A01 3.30.930.10.39 A.7-330
1j5wB01 3.30.930.10.40 B.14-216
1yb3A00 3.30.930.10.41 A.11-175
3i4tA02 3.30.950.10.8 A.133-291
1wdeA02 3.30.950.10.9 A.121-294
3zx4A02 3.30.980.20.1 A.87-173
4hscX02 3.30.1040.20.1 X.125-160,445-461
4nurA03 3.30.1050.10.11 A.503-633
2ozgA03 3.30.1050.10.12 A.293-386
3ku7B00 3.30.1070.10.1 B.19-80
3gywA02 3.30.1120.90.1 A.61-249
2e50B02 3.30.1120.90.2 B.80-223
5x7vF02 3.30.1120.90.3 F.47-189
1nbuA00 3.30.1130.10.7 A.2-119
2vqeC02 3.30.1140.32.1 C.108-208
3qdpA00 3.30.1150.10.2 A.40-127
1mgpA02 3.30.1180.10.6 A.180-309
3l7yA02 3.30.1240.10.9 A.117-226
1nf2A02 3.30.1240.10.10 A.82-187
2zw2A00 3.30.1280.10.1 A.4-88
2gr7A00 3.30.1300.30.5 A.29-129
3ci0K01 3.30.1300.30.6 K.11-73,257-297
1pugC00 3.30.1310.10.4 C.16-95
3i3fB00 3.30.1330.40.4 B.14-141
3k12D00 3.30.1330.40.5 D.1-120
2cvlA00 3.30.1330.40.6 A.2-124
6izhE00 3.30.1330.40.7 E.22-142
3v4dB00 3.30.1330.40.8 B.6-132
3i7tA00 3.30.1330.40.9 A.3-120
3kjjB00 3.30.1330.40.10 B.3-125
2ewcB00 3.30.1330.40.11 B.2-122
2ig8A00 3.30.1330.40.12 A.1-142
3d01E00 3.30.1330.40.13 E.4-164
2otmA00 3.30.1330.40.14 A.4-154
1pf5A00 3.30.1330.40.15 A.2-131
1pchA00 3.30.1340.10.4 A.1-88
3bp8C00 3.30.1360.60.3 C.1-75
2zueA01 3.30.1360.70.1 A.2-116
3gdzB00 3.30.1360.70.2 B.2-108
1iq0A02 3.30.1360.70.3 A.1-100
1f7uA03 3.30.1360.70.4 A.2-135
1j98A00 3.30.1360.80.1 A.4-157
5e68A00 3.30.1360.80.2 A.3-169
4xchA00 3.30.1360.80.3 A.46-194
1whrA00 3.30.1370.50.6 A.1-124
1wtjA02 3.30.1370.60.1 A.71-186,236-310
4h8aA02 3.30.1370.60.2 A.69-307
2g8yA02 3.30.1370.60.3 A.86-303
1v9nA02 3.30.1370.60.4 A.78-322
1nxuB02 3.30.1370.60.5 B.65-174,222-270
1z2iA02 3.30.1370.60.6 A.74-173,229-285
3uoeA02 3.30.1370.60.7 A.88-200,245-295
3i0pA02 3.30.1370.60.8 A.74-326
2vo9A01 3.30.1380.10.7 A.16-148
1lbuA02 3.30.1380.10.8 A.85-213
1bxyA00 3.30.1390.20.1 A.1-60
1vq8D00 3.30.1440.10.4 D.11-175
4dm5A00 3.30.1450.10.3 A.9-95
3epuA00 3.30.1460.10.12 A.1-136
2plgA01 3.30.1460.10.13 A.23-154
3kxyJ00 3.30.1460.10.14 J.2-130
5d1pA02 3.30.1490.70.7 A.71-97,201-246
1a0iA01 3.30.1490.70.8 A.1-35,192-239
1vs0A01 3.30.1490.70.9 A.4-34,145-189
1x9nA02 3.30.1490.70.10 A.314-339,466-523
2vugA02 3.30.1490.70.11 A.78-105,208-251
3l2pA02 3.30.1490.70.12 A.230-254,378-423
1m0wA01 3.30.1490.80.1 A.7-51,160-188,427-437
3kajA01 3.30.1490.80.2 A.29-83,183-206,432-442
2hgsA01 3.30.1490.80.3 A.3-55,158-179,406-417
5yuyA04 3.30.1490.100.1 A.242-342
2rdiA04 3.30.1490.100.2 A.239-342
1jx4A04 3.30.1490.100.3 A.244-341
1ocsA00 3.30.1520.10.11 A.30-161
3luiC00 3.30.1520.10.12 C.2-112
4oxwA00 3.30.1520.10.13 A.8-113
1xk7A02 3.30.1540.10.3 A.230-332
1yc5A02 3.30.1600.10.4 A.30-75,117-165
3jc6301 3.30.1640.10.6 3.18-164
2jnaA01 3.30.1660.10.5 A.25-93
3t3pB01 3.30.1680.10.6 B.1-57
3nvqA02 3.30.1680.10.7 A.449-505
3vorA00 3.30.1690.10.1 A.1-182
4opxA01 3.30.1740.10.3 A.6-91
1x7dB01 3.30.1780.10.1 B.2-125,296-340
3d37A03 3.30.1920.10.2 A.208-276
2gjvA00 3.30.2000.10.1 A.23-158
3e11A00 3.30.2010.20.1 A.1-114
4c5wA01 3.30.2020.30.1 A.1-97
3tm4A01 3.30.2130.30.2 A.1-189
1w5rA01 3.30.2140.10.1 A.6-88,189-278
5cegD00 3.30.2310.20.6 D.17-117
3g5oC00 3.30.2310.20.7 C.12-98
4efaE02 3.30.2320.30.3 E.98-226
1r3eA01 3.30.2350.10.6 A.1-221
2outA01 3.40.5.80.1 A.1-57
2fh1A02 3.40.20.10.13 A.122-216
5a1mA00 3.40.20.10.14 A.1-104
3eh2B05 3.40.20.10.15 B.621-741
3ir4A01 3.40.30.10.180 A.11-88
1z6nA00 3.40.30.10.181 A.1-166
2b7kA00 3.40.30.10.182 A.16-184
5aykA03 3.40.30.10.183 A.223-338
5aykA06 3.40.30.10.184 A.546-658
3lszA01 3.40.30.10.185 A.2-93
3uemA01 3.40.30.10.186 A.1-114
1wwjA00 3.40.30.10.187 A.1-99
2ywmA01 3.40.30.10.188 A.2-116
3f9uA00 3.40.30.10.189 A.28-172
2v6kA01 3.40.30.10.190 A.5-80
3gmfA01 3.40.30.10.191 A.3-61,165-198
3ha9A00 3.40.30.10.192 A.2-162
3ic4A00 3.40.30.10.193 A.1-92
5d9xA01 3.40.30.10.194 A.19-107
3m8nD01 3.40.30.10.195 D.2-87,209-225
3h8qA00 3.40.30.10.196 A.1-108
4hz2A01 3.40.30.10.197 A.22-102
1gh2A00 3.40.30.10.198 A.1-107
4hz4A01 3.40.30.10.199 A.3-86
3ktbA00 3.40.30.10.200 A.1-106
2c3nA01 3.40.30.10.201 A.9-87
2wb9A01 3.40.30.10.202 A.2-83
4dvcA00 3.40.30.10.203 A.1-184
3hd5A01 3.40.30.10.204 A.18-163
2p31A00 3.40.30.10.205 A.27-181
2b5eA04 3.40.30.10.206 A.347-486
3dmlA00 3.40.30.10.207 A.19-114
2ywmA02 3.40.30.10.208 A.117-225
4n30A00 3.40.30.10.209 A.40-221
4f9zA01 3.40.30.10.210 A.9-111
1hyuA02 3.40.30.10.211 A.103-197
4ma9A00 3.40.30.10.212 A.1-163
4zxgA01 3.40.30.10.213 A.1-83
3bd2A00 3.40.30.10.214 A.11-174
4ikhA01 3.40.30.10.215 A.7-106
4g2uA00 3.40.33.10.6 A.5-216
1qnxA00 3.40.33.10.7 A.1-209
3eyeA00 3.40.35.10.1 A.7-159
3h78A02 3.40.47.10.41 A.198-352
3euoA02 3.40.47.10.42 A.223-379
3wxyA02 3.40.47.10.43 A.256-409
2x3eA02 3.40.47.10.44 A.175-328
1tqyB01 3.40.47.10.45 B.10-263
4jaqA02 3.40.47.10.46 A.209-353
5bqsA02 3.40.47.10.47 A.170-323
4xs9A02 3.40.47.10.48 A.201-360
3ahcA02 3.40.50.970.12 A.427-644
2bfdB01 3.40.50.970.13 B.17-213
2qtcA02 3.40.50.970.14 A.471-705
6denA03 3.40.50.970.15 A.455-682
2nxwA03 3.40.50.970.16 A.364-559
2vk8A01 3.40.50.970.17 A.2-188
2ji7A03 3.40.50.970.18 A.354-565
4kxvA01 3.40.50.970.19 A.2-295
4k9qA03 3.40.50.970.20 A.339-531
5ahkA03 3.40.50.970.21 A.382-569
2uz1B03 3.40.50.970.22 B.364-556
5tmaA03 3.40.50.970.23 A.355-548
2nxwA01 3.40.50.970.24 A.14-202
5ahkA01 3.40.50.970.25 A.21-203
5dx6B01 3.40.50.970.26 B.15-208
5dx6B03 3.40.50.970.27 B.378-579
2ihtA03 3.40.50.970.28 A.360-573
5erxA03 3.40.50.970.29 A.371-574
5tmaA01 3.40.50.970.30 A.1-186
5exeA01 3.40.50.970.31 A.2-251
2c42A01 3.40.50.970.32 A.1-257
2c31A01 3.40.50.970.33 A.7-194
2uz1A01 3.40.50.970.34 A.2-183
6denA01 3.40.50.970.35 A.74-264
5xvtA01 3.40.50.970.36 A.23-348
2ozlB01 3.40.50.970.37 B.14-206
2o1sC01 3.40.50.970.38 C.3-291
5erxA01 3.40.50.970.39 A.22-228
5imsB03 3.40.50.970.40 B.457-638
2ihuA01 3.40.50.970.41 A.11-195
2x7jA03 3.40.50.970.42 A.403-604
2panA03 3.40.50.970.43 A.382-605
4wbxC01 3.40.50.970.44 C.12-209
3eyaA03 3.40.50.970.45 A.334-539
3eyaH01 3.40.50.970.46 H.1-178
2o1sA02 3.40.50.970.47 A.318-494
2bfdA00 3.40.50.970.48 A.6-400
1um9A00 3.40.50.970.49 A.6-367
3exiA00 3.40.50.970.50 A.12-382
2yicC02 3.40.50.970.51 C.87-452
3ahcA01 3.40.50.970.52 A.25-410
2c42A06 3.40.50.970.53 A.785-1169
2qtcA01 3.40.50.970.54 A.56-470
1qs0A00 3.40.50.970.55 A.1-407
2d1sA02 3.40.50.980.1 A.20-54,214-357
2d1sA03 3.40.50.980.2 A.55-213
3cw9A01 3.40.50.980.3 A.1-174
1amuA01 3.40.50.980.4 A.36-205
1mdbA02 3.40.50.980.5 A.180-353
5u95B01 3.40.50.980.6 B.26-54,203-345
1mdbA01 3.40.50.980.7 A.22-179
3cw9A02 3.40.50.980.8 A.175-321
1amuA02 3.40.50.980.9 A.206-345
1lciA02 3.40.50.980.10 A.214-355
5u95B02 3.40.50.980.11 B.55-202
4rlqA01 3.40.50.980.12 A.1-241
2vsqA03 3.40.50.980.13 A.459-491,628-784
2rbkA01 3.40.50.1000.1 A.1-83,185-261
3e8mA00 3.40.50.1000.2 A.1-164
3qu5B01 3.40.50.1000.3 B.15-38,109-243
4uavA01 3.40.50.1000.4 A.1-16,102-246
4ex6A01 3.40.50.1000.5 A.17-33,101-235
1l6rA01 3.40.50.1000.6 A.5-83,149-226
3smvA01 3.40.50.1000.7 A.1-19,97-240
2wf7A01 3.40.50.1000.8 A.1-14,93-218
1rkqA01 3.40.50.1000.9 A.2-88,196-272
4kn8A01 3.40.50.1000.10 A.13-95,192-267
1y8aA01 3.40.50.1000.11 A.20-35,103-155,205-302
4l57A01 3.40.50.1000.12 A.4-17,73-195
4bndB01 3.40.50.1000.13 B.1-90,187-253
3kc2A02 3.40.50.1000.14 A.82-244
3kc2A01 3.40.50.1000.15 A.12-81,245-352
1wr8A01 3.40.50.1000.16 A.2-81,151-231
1qq5A01 3.40.50.1000.17 A.1-15,91-241
1nnlA01 3.40.50.1000.18 A.5-29,81-134,147-221
4eekA01 3.40.50.1000.19 A.25-42,109-253
1s2oA01 3.40.50.1000.20 A.1-88,160-244
2r8eA00 3.40.50.1000.21 A.8-180
3k1zA01 3.40.50.1000.22 A.2-16,101-241
2fprB00 3.40.50.1000.23 B.14-176
2hoqA01 3.40.50.1000.24 A.1-15,95-237
2ymmB01 3.40.50.1000.25 B.9-25,99-236
1l7mB01 3.40.50.1000.26 B.2-16,78-210
2zosB01 3.40.50.1000.27 B.2-93,177-243
4jb3A01 3.40.50.1000.28 A.11-36,109-228
3slrA02 3.40.50.1000.29 A.220-378
2hi0A01 3.40.50.1000.30 A.1-18,108-240
3zx4A01 3.40.50.1000.31 A.1-86,174-251
2hcfA01 3.40.50.1000.32 A.3-19,88-230
3kd3A01 3.40.50.1000.33 A.5-19,80-218
3mmzC00 3.40.50.1000.34 C.3-164
4zevB01 3.40.50.1000.35 B.26-113,221-295
2oycA01 3.40.50.1000.36 A.2-89,215-296
1k1eD00 3.40.50.1000.37 D.5-174
4hgnB00 3.40.50.1000.38 B.5-168
4jdpA01 3.40.50.1000.39 A.23-106,205-286
3nuqA02 3.40.50.1000.40 A.32-71,142-282
3m9lA01 3.40.50.1000.41 A.2-18,70-201
2gfhA01 3.40.50.1000.42 A.10-30,121-259
1ynsA01 3.40.50.1000.43 A.4-23,128-257
1u7pD00 3.40.50.1000.44 D.2-162
3daoB01 3.40.50.1000.45 B.19-101,210-283
3sd7A01 3.40.50.1000.46 A.26-42,109-240
3a1cB01 3.40.50.1000.47 B.14-46,164-286
3dnpA01 3.40.50.1000.48 A.6-85,199-280
2x4dA01 3.40.50.1000.49 A.5-83,189-270
1rlmA01 3.40.50.1000.50 A.2-82,190-270
3ewiB00 3.40.50.1000.51 B.8-165
3u26A01 3.40.50.1000.52 A.2-15,99-230
2qltA01 3.40.50.1000.53 A.29-49,112-267
2gmwA00 3.40.50.1000.54 A.24-205
2pr7A00 3.40.50.1000.55 A.1-137
3l8hA00 3.40.50.1000.56 A.2-179
2pkeA01 3.40.50.1000.57 A.1-27,111-250
2w43A01 3.40.50.1000.58 A.1-14,72-201
2hdoA01 3.40.50.1000.59 A.3-17,82-208
3ed5A01 3.40.50.1000.60 A.5-19,104-235
3l5kA01 3.40.50.1000.61 A.21-43,112-245
2fueA01 3.40.50.1000.62 A.13-94,197-258
2c4nA01 3.40.50.1000.63 A.1-70,175-250
2ah5A01 3.40.50.1000.64 A.2-17,83-210
3kbbA01 3.40.50.1000.65 A.2-12,84-216
2no4B01 3.40.50.1000.66 B.10-27,103-235
1zjjB01 3.40.50.1000.67 B.1-68,186-263
1u02A01 3.40.50.1000.68 A.2-81,158-230
2hszA01 3.40.50.1000.69 A.2-37,113-243
1te2A01 3.40.50.1000.70 A.7-21,94-224
2fi1A01 3.40.50.1000.71 A.4-18,83-190
5am2A01 3.40.50.1000.72 A.3-18,99-219
2hx1A01 3.40.50.1000.73 A.1-82,205-284
3e58B01 3.40.50.1000.74 B.2-18,85-214
3qnmA01 3.40.50.1000.75 A.3-17,108-233
2ho4B01 3.40.50.1000.76 B.7-88,178-259
2ghtA00 3.40.50.1000.77 A.2-181
1nf2A01 3.40.50.1000.78 A.1-81,188-267
3fzqB01 3.40.50.1000.79 B.3-82,198-274
3ar4A03 3.40.50.1000.80 A.347-359,604-746
2yj6B01 3.40.50.1000.81 B.2-41,137-253
3qleA00 3.40.50.1000.82 A.19-204
2nyvA01 3.40.50.1000.83 A.2-17,82-217
4dccA01 3.40.50.1000.84 A.26-39,114-228
4fe3A01 3.40.50.1000.85 A.7-53,140-193,212-297
2b82A00 3.40.50.1000.86 A.1-211
3bwvA01 3.40.50.1000.87 A.3-17,67-179
2o2xA01 3.40.50.1000.88 A.9-213
4ap9A01 3.40.50.1000.89 A.1-20,81-199
3cnhA01 3.40.50.1000.90 A.1-18,86-200
3fvvA01 3.40.50.1000.91 A.2-17,93-224
3kzxA01 3.40.50.1000.92 A.26-39,102-230
3zvlA01 3.40.50.1000.93 A.37-231
3umcA01 3.40.50.1000.94 A.17-36,119-252
3d6jA01 3.40.50.1000.95 A.5-20,88-214
