1oaiA00 1.10.8.10.1 A.1-59
1gteA01 3.30.70.20.11 A.2-26,934-1017
1jnrB01 3.30.70.20.12 B.2-67
1xerA00 3.30.70.20.13 A.1-103
3or1B03 3.30.70.20.14 B.209-273
1h0hB02 3.30.70.20.15 B.74-137
2gmhA03 3.30.70.20.16 A.484-579
5oy0c00 3.30.70.20.17 c.1-81
2c42A05 3.30.70.20.18 A.668-784
2pa8D03 3.30.70.20.19 D.167-223
1hfeL02 3.30.70.20.20 L.30-81
4id8A00 3.30.70.20.21 A.5-69
1fxrA00 3.30.70.20.22 A.1-64
1kqfB02 3.30.70.20.23 B.28-98,163-228
2vpzB02 3.30.70.20.24 B.64-115
1h0hB01 3.30.70.20.25 B.1-73,138-214
2vpzB01 3.30.70.20.26 B.1-63,116-187
1q16B01 3.30.70.20.27 B.1-16,245-358,436-467
1ti6B02 3.30.70.20.28 B.70-126
1ti2B01 3.30.70.20.29 B.1-69,127-190
1cqmA00 3.30.70.60.1 A.1-98
3zzpA00 3.30.70.60.2 A.4-77
1f60B00 3.30.70.60.3 B.5-94
1vmbA00 3.30.70.60.4 A.17-123
2rjzA02 3.30.70.60.5 A.38-136
3r3tA00 3.30.70.60.6 A.3-97
2j5aA00 3.30.70.60.7 A.3-108
2yy3A00 3.30.70.60.8 A.2-91
6neqF00 3.30.70.60.9 F.1-124
1v5iB00 3.30.70.80.1 B.1-76
3cnqP00 3.30.70.80.2 P.8-78
1r6vA02 3.30.70.80.3 A.19-96
2z30B00 3.30.70.80.4 B.1-65
3t41B01 3.30.70.80.5 B.42-107
4yn3B00 3.30.70.80.6 B.15-96
4nmxA01 3.30.70.80.7 A.34-121
3afgB01 3.30.70.80.8 B.16-108
6cbuA00 3.30.70.100.1 A.5-100
2rilA00 3.30.70.100.2 A.1-99
3fgvA00 3.30.70.100.3 A.14-106
2bjdA00 3.30.70.100.4 A.12-101
2ftrA00 3.30.70.100.5 A.5-106
1gxuA00 3.30.70.100.6 A.4-91
3kkfA00 3.30.70.100.7 A.1-104
3bguA01 3.30.70.100.8 A.21-116
3e8oB00 3.30.70.100.9 B.20-118
5b08A00 3.30.70.100.10 A.5-104
2qlwA01 3.30.70.100.11 A.37-137
3trgA00 3.30.70.100.12 A.5-98
3bm7A00 3.30.70.100.13 A.10-115
6fu9A00 3.30.70.100.14 A.3-81
1y0hB00 3.30.70.100.15 B.4-101
1sqeA00 3.30.70.100.16 A.1-109
2gffA00 3.30.70.100.17 A.2-97
1cc8A00 3.30.70.100.18 A.2-73
3kg0A00 3.30.70.100.19 A.21-117
3bn7A00 3.30.70.100.20 A.2-120
3hf5D01 3.30.70.100.21 D.8-113
1x7vA00 3.30.70.100.22 A.2-99
2hfnA01 3.30.70.100.23 A.5-100
1tz0B00 3.30.70.100.24 B.5-110
1u7lA03 3.30.70.100.25 A.172-261
2pd1A01 3.30.70.100.26 A.1-95
1iujA00 3.30.70.100.27 A.1-102
3hx9B00 3.30.70.100.28 B.2-99
3bdeB00 3.30.70.100.29 B.2-117
1vqsA00 3.30.70.100.30 A.7-115
2qycA00 3.30.70.100.31 A.1-102
1lq9A00 3.30.70.100.32 A.1-112
3fmbA01 3.30.70.100.33 A.19-118
2od4B01 3.30.70.100.34 B.7-95
5k9fA00 3.30.70.100.35 A.9-111
1tuvA00 3.30.70.100.36 A.1-103
2fiuA00 3.30.70.100.37 A.4-98
4hl9A00 3.30.70.100.38 A.24-117
4dn9B00 3.30.70.100.39 B.8-118
1q8bA00 3.30.70.100.40 A.3-104
2hiqA00 3.30.70.100.41 A.9-104
3bf4A01 3.30.70.100.42 A.21-119
4f67A01 3.30.70.100.43 A.2-107
5xztJ00 3.30.70.100.44 J.5-107
4q2lA00 3.30.70.100.45 A.7-70
4a4jA00 3.30.70.100.46 A.1-69
2od6C00 3.30.70.100.47 C.4-110
2xmjA00 3.30.70.100.48 A.2-64
1q4rA00 3.30.70.100.49 A.10-112
3gz7B00 3.30.70.100.50 B.18-115
2fb0A00 3.30.70.100.51 A.1-94
6ff2A00 3.30.70.100.52 A.2-68
2jdjA00 3.30.70.100.53 A.2-105
2bbeA00 3.30.70.100.54 A.6-108
4zosB00 3.30.70.100.55 B.9-105
2ifxA01 3.30.70.100.56 A.1-45,63-105
1tigA00 3.30.110.10.1 A.5-92
2crqA01 3.30.110.10.2 A.14-99
2m71A00 3.30.110.10.3 A.4-101
2bkyA00 3.30.110.20.1 A.9-97
4dkkA02 3.30.160.20.1 A.42-115
3adgA00 3.30.160.20.2 A.2-73
2nugB02 3.30.160.20.3 B.150-220
3c4bA02 3.30.160.20.4 A.199-265
1gqeA03 3.30.160.20.5 A.226-308
1di2A00 3.30.160.20.6 A.1-69
3p1xA00 3.30.160.20.7 A.6-75
3llhB00 3.30.160.20.8 B.13-81
3rv0B03 3.30.160.20.9 B.251-329
4wftB00 3.30.160.20.10 B.12-104
1t4oA00 3.30.160.20.11 A.3-83
4x8wA00 3.30.160.20.12 A.3-74
2vqeE01 3.30.160.20.13 E.5-68
6htuA00 3.30.160.20.14 A.2-77
3adjA00 3.30.160.20.15 A.3-74
3htxA01 3.30.160.20.16 A.15-90
3vyxA00 3.30.160.20.17 A.19-113
6htuC00 3.30.160.20.18 C.106-177
2b3tB03 3.30.160.20.19 B.218-286
2yt4A02 3.30.160.20.20 A.39-95
3vyyB00 3.30.160.20.21 B.1-84
1cksB00 3.30.170.10.1 B.2-79
6hmqA02 3.30.200.20.1 A.40-130
6fngA01 3.30.200.20.2 A.5-101
6fnkA01 3.30.200.20.3 A.9-100
5lvoA01 3.30.200.20.4 A.25-117
4pf4A01 3.30.200.20.5 A.9-99
6di1A01 3.30.200.20.6 A.1-88
3kfaA01 3.30.200.20.7 A.1-90
6ctzA01 3.30.200.20.8 A.1-93
2yexA01 3.30.200.20.9 A.2-97
6fucA01 3.30.200.20.10 A.1-88
5hg8A01 3.30.200.20.11 A.7-99
6fexA01 3.30.200.20.12 A.10-111
6egeD01 3.30.200.20.13 D.4-106
3ugcA01 3.30.200.20.14 A.6-94
4pdyA01 3.30.200.20.15 A.13-111
4i93A01 3.30.200.20.16 A.12-106
4qqtA01 3.30.200.20.17 A.24-122
3lffA01 3.30.200.20.18 A.18-110
4r1vA01 3.30.200.20.19 A.1-105
4r78A01 3.30.200.20.20 A.18-113
4u3yB01 3.30.200.20.21 B.9-108
5ut3A01 3.30.200.20.22 A.2-93
4ks7A01 3.30.200.20.23 A.4-101
6eimB01 3.30.200.20.24 B.8-97
1nz0D00 3.30.230.10.1 D.8-118
1h7sA02 3.30.230.10.2 A.232-364
1qzrA02 3.30.230.10.3 A.284-411
2xexA04 3.30.230.10.4 A.483-602,674-693
1uekA01 3.30.230.10.5 A.1-148
1b63A02 3.30.230.10.6 A.219-332
4prxA02 3.30.230.10.7 A.226-383
1mg7A02 3.30.230.10.8 A.22-188
6d1rA00 3.30.230.10.9 A.7-115
5a1iA03 3.30.300.10.1 A.129-151,290-394
5a1iA01 3.30.300.10.2 A.15-24,152-252
2dplA02 3.30.300.10.3 A.186-308
5a1iA02 3.30.300.10.4 A.25-128,253-289
4odjA03 3.30.300.10.5 A.142-164,306-414
4le5A01 3.30.300.10.6 A.1-8,142-244
4l4qA03 3.30.300.10.7 A.30-154
4le5A02 3.30.300.10.8 A.9-119,245-281
1p7lA01 3.30.300.10.9 A.108-135,270-382
3imlD03 3.30.300.10.10 D.127-141,276-382
1xrbA02 3.30.300.10.11 A.12-101,233-243
1qnaA01 3.30.310.10.1 A.19-29,116-197
1kyfA02 3.30.310.10.2 A.135-247
1qnaA02 3.30.310.10.3 A.30-115
2z8uB02 3.30.310.10.4 B.20-106
2d0bA01 3.30.310.10.5 A.2-90
3qexA01 3.30.342.10.1 A.1-108,340-382
6gg7A02 3.30.360.10.1 A.155-319
5kvsA02 3.30.360.10.2 A.149-310
3oa2A02 3.30.360.10.3 A.134-314
2p2sA02 3.30.360.10.4 A.124-294,312-336
1lc0A02 3.30.360.10.5 A.123-243,265-290
5a04A02 3.30.360.10.6 A.136-282,314-339
3q2iA02 3.30.360.10.7 A.141-272,325-354
2axqA02 3.30.360.10.8 A.146-269,370-408,460-467
2nqtA02 3.30.360.10.9 A.156-320
4usaA04 3.30.365.10.1 A.331-364,458-580
1n62B03 3.30.365.10.2 B.490-655
5f4cA00 3.30.370.10.1 A.4-93
1gqiA01 3.30.379.10.1 A.14-144
2qudA00 3.30.380.10.1 A.1-125
4oltA02 3.30.386.10.1 A.38-132
1r0mA01 3.30.390.10.1 A.6-123,354-375
2oktA01 3.30.390.10.2 A.1-116,323-334
4kemA01 3.30.390.10.3 A.1-127
4dxkA01 3.30.390.10.4 A.1-100,376-400
4jn7A01 3.30.390.10.5 A.1-102,379-395
2akzA01 3.30.390.10.6 A.1-126
4k8gA01 3.30.390.10.7 A.20-124,387-422
4j1oA01 3.30.390.10.8 A.23-139,374-387
3ozyA01 3.30.390.10.9 A.2-123,367-387
2gl5A01 3.30.390.10.10 A.2-115,384-402
2pgeA01 3.30.390.10.11 A.3-136
3tj4A01 3.30.390.10.12 A.1-123,361-372
4dyeA01 3.30.390.10.13 A.23-134,376-398
6c3mA02 3.30.413.10.1 A.148-340
3b0gA02 3.30.413.10.2 A.196-381
4ep4A00 3.30.420.10.1 A.1-166
1cxqA00 3.30.420.10.2 A.5-151
2guiA00 3.30.420.10.3 A.8-183
1jl1A00 3.30.420.10.4 A.3-154
3p1gA00 3.30.420.10.5 A.5-161
3l3uA00 3.30.420.10.6 A.8-158
2py5A01 3.30.420.10.7 A.5-188
2igiB00 3.30.420.10.8 B.2-180
6fbcA01 3.30.420.10.9 A.2-155
2qxfA01 3.30.420.10.10 A.7-201
4yfuA01 3.30.420.10.11 A.2-194
5cz1A00 3.30.420.10.12 A.5-166
4ktwA00 3.30.420.10.13 A.1-160
4mq3A00 3.30.420.10.14 A.4-132
4okeA00 3.30.420.10.15 A.1-160
4ibnA01 3.30.420.10.16 A.10-197
6dopA00 3.30.420.10.17 A.7-141
1wljA00 3.30.420.10.18 A.6-178
1ekeB01 3.30.420.10.19 B.2-175
2x78A00 3.30.420.10.20 A.10-196
3u3gA00 3.30.420.10.21 A.1-140
1w0hA00 3.30.420.10.22 A.5-203
3f2kB00 3.30.420.10.23 B.4-225
1yt3A01 3.30.420.10.24 A.1-194
2ehgA00 3.30.420.10.25 A.1-149
3qioA00 3.30.420.10.26 A.1-148
3vn5A02 3.30.420.10.27 A.71-256
1q8iA03 3.30.420.10.28 A.151-347
3v9wB00 3.30.420.10.29 B.29-229
2e6mA00 3.30.420.10.30 A.7-195
4g1qA05 3.30.420.10.31 A.429-556
2etjA00 3.30.420.10.32 A.14-233
5cr4A00 3.30.420.10.33 A.7-230
3oheA00 3.30.428.10.1 A.1-137
4eguA00 3.30.428.10.2 A.2-119
3b64A00 3.30.429.10.1 A.1-112
6b1kA00 3.30.429.10.2 A.1-114
3kanA00 3.30.429.10.3 A.1-117
2wkbA01 3.30.429.10.4 A.1-106
1kptA00 3.30.430.10.1 A.1-105
1nwzA00 3.30.450.20.1 A.1-125
1ot6A00 3.30.450.20.2 A.1-125
2gj3A00 3.30.450.20.3 A.2-120
6gpuA00 3.30.450.20.4 A.1-115
3f1pA00 3.30.450.20.5 A.3-116
1s67L00 3.30.450.20.6 L.1-119
3f1pB01 3.30.450.20.7 B.12-118
2pr5B00 3.30.450.20.8 B.6-131
3c8cB01 3.30.450.20.9 B.1-29,143-240
2j80B00 3.30.450.20.10 B.8-131
6i20C00 3.30.450.20.11 C.1-130
1d06A00 3.30.450.20.12 A.1-130
4kqdB00 3.30.450.20.13 B.4-119
5hwvA00 3.30.450.20.14 A.4-127
3c8cB02 3.30.450.20.15 B.30-142
5f68A00 3.30.450.20.16 A.1-103
3by9A02 3.30.450.20.17 A.28-149
3li9A01 3.30.450.20.18 A.12-34,173-272
3bwlB00 3.30.450.20.19 B.3-125
2r78C00 3.30.450.20.20 C.1-116
5ajgA01 3.30.450.20.21 A.6-128,228-256
3mqqB00 3.30.450.20.22 B.3-120
3by8A00 3.30.450.20.23 A.7-139
4l9eA00 3.30.450.20.24 A.25-139
3hj4A02 3.30.460.10.1 A.20-150
4kliA03 3.30.460.10.2 A.149-271
2bcqA03 3.30.460.10.3 A.146-268
4ebjA01 3.30.460.10.4 A.15-27,28-142
4ud4A02 3.30.460.10.5 A.18-142
2vfrA02 3.30.465.10.1 A.73-184,272-289
6foqA02 3.30.465.10.2 A.99-210,421-448
1zr6A02 3.30.465.10.3 A.94-213,297-317
1wvfA02 3.30.465.10.4 A.114-241
4chiB01 3.30.470.10.1 B.3-145
2eiyB01 3.30.470.10.2 B.5-130
5u3fB01 3.30.470.10.3 B.34-173
4tm5A01 3.30.470.10.4 A.14-145
3wwhA01 3.30.470.10.5 A.2-154
3snoA01 3.30.470.10.6 A.11-132
2hhfA01 3.30.470.10.7 A.1-172,355-365
5cm0B01 3.30.470.10.8 B.3-129
4tviA01 3.30.470.10.9 A.33-158
3d7jA00 3.30.479.10.1 A.4-152
4ntkA00 3.30.479.10.2 A.1-121
6hgmA01 3.30.497.10.1 A.35-202,300-353
5c98A01 3.30.497.10.2 A.14-180,279-331
2arrA01 3.30.497.10.3 A.3-174,277-331
1k5nA01 3.30.500.10.1 A.1-181
3p73A01 3.30.500.10.2 A.1-180
5wl1A01 3.30.500.10.3 A.6-181
5gjiA00 3.30.505.10.1 A.2-108
1lkkA00 3.30.505.10.2 A.1-105
1d4tA00 3.30.505.10.3 A.1-104
4eihA00 3.30.505.10.4 A.8-108
5gjhA00 3.30.505.10.5 A.1-97
5aulA00 3.30.505.10.6 A.1-109
3eazA00 3.30.505.10.7 A.1-102
1d5tA02 3.30.519.10.1 A.60-120,297-388
4bk7A00 3.30.530.20.1 A.1-159
5i8fA00 3.30.530.20.2 A.2-165
2flhB00 3.30.530.20.3 B.1-153
2nn5A00 3.30.530.20.4 A.14-184
3rt2A00 3.30.530.20.5 A.10-180
5ur4A00 3.30.530.20.6 A.1-181
3uidA00 3.30.530.20.7 A.2-164
5e4bA00 3.30.530.20.8 A.34-209
5iz3A01 3.30.540.10.1 A.1-174
2rkvA02 3.30.559.10.1 A.205-381,407-451
2rkvA01 3.30.559.10.2 A.2-190,382-406
5kjvA02 3.30.559.10.3 A.210-427
5cphA00 3.30.565.10.1 A.17-208
5j80A00 3.30.565.10.2 A.9-216
1i58A00 3.30.565.10.3 A.1-189
2iwxA00 3.30.565.10.4 A.1-214
1m15A02 3.30.590.10.1 A.98-357
4s17C02 3.30.590.10.2 C.112-469
1x6zA00 3.30.700.10.1 A.4-123
3sojB00 3.30.700.10.2 B.1-115
4bgcA00 3.30.710.10.1 A.1-102
5bxdB00 3.30.710.10.2 B.2-105
1r29A00 3.30.710.10.3 A.5-126
5aoxE00 3.30.720.10.1 E.1-94
5aoxA00 3.30.720.10.2 A.1-76
2w9jB00 3.30.720.10.3 B.1-84
1gccA00 3.30.730.10.1 A.1-63
1h4xA00 3.30.750.24.1 A.2-112
4dgfA00 3.30.750.24.2 A.10-131
3f43A01 3.30.750.24.3 A.16-124
3zxnA00 3.30.750.24.4 A.3-120
4qtpB00 3.30.750.24.5 B.23-139
3x01B01 3.30.800.10.1 B.9-180
3x01B02 3.30.810.10.1 B.181-392
3go9A02 3.30.830.10.1 A.250-465
3go9A01 3.30.830.10.2 A.1-249
3cx5A02 3.30.830.10.3 A.209-431
4xeaA01 3.30.830.10.4 A.1-231
3cx5B01 3.30.830.10.5 B.1-211
3a1pB00 3.30.860.10.1 B.9-93
1v0uA01 3.30.870.10.1 A.45-260
1jy1A01 3.30.870.10.2 A.5-207
6c1tA00 3.30.890.10.1 A.7-74
3t3lA00 3.30.920.10.1 A.9-129
1ew4A00 3.30.920.10.2 A.1-106
4xemA01 3.30.930.10.1 A.24-275
1evlA01 3.30.930.10.2 A.1-289
5mgwA01 3.30.930.10.3 A.1-308
1nnhA00 3.30.930.10.4 A.2-294
1w66A01 3.30.930.10.5 A.7-214
4cs4A02 3.30.930.10.6 A.54-270
2z6rA02 3.30.950.10.1 A.115-265
3agkA01 3.30.960.10.1 A.7-139
1v4pC01 3.30.980.10.1 C.1-72,120-155
1tkeA02 3.30.980.10.2 A.65-129,188-224
4uwhA02 3.30.1010.10.1 A.255-408
3a2vD02 3.30.1020.10.1 D.146-240
1pz4A00 3.30.1050.10.1 A.4-116
3bkrA00 3.30.1050.10.2 A.8-126
4gwbA00 3.30.1060.10.1 A.2-165
2absA02 3.30.1110.10.1 A.42-86,145-161
1hdhA02 3.30.1120.10.1 A.451-527
2qzuA02 3.30.1120.10.2 A.398-482
3ed4A02 3.30.1120.10.3 A.401-483
1aukA02 3.30.1120.10.4 A.353-453
2o90A00 3.30.1130.10.1 A.1-115
3bp1A02 3.30.1130.10.2 A.152-290
4x9xA02 3.30.1180.10.1 A.171-299
1n91A00 3.30.1200.10.1 A.1-108
1g2rA00 3.30.1230.10.1 A.7-100
2rbkA02 3.30.1240.10.1 A.84-184
2wbmA01 3.30.1250.10.1 A.27-107
3covA02 3.30.1300.10.1 A.187-289
3q12B02 3.30.1300.10.2 B.183-285
3bn0A00 3.30.1320.10.1 A.2-102
3c9uA01 3.30.1330.10.1 A.35-176
3kizA01 3.30.1330.10.2 A.28-168
5cm7B01 3.30.1330.10.3 B.10-149
3wjpA01 3.30.1330.10.4 A.3-155
3qtyB01 3.30.1330.10.5 B.21-173
2yxzD01 3.30.1330.10.6 D.2-143
3fd5B01 3.30.1330.10.7 B.8-27,72-187
2zodB01 3.30.1330.10.8 B.12-164
2z1eA01 3.30.1330.10.9 A.42-155
1vk3A03 3.30.1330.10.10 A.373-519
2zauA01 3.30.1330.10.11 A.3-130
1ejgA00 3.30.1350.10.1 A.1-46
1xppD00 3.30.1360.10.1 D.9-109
4qjvB00 3.30.1360.10.2 B.1-94
4qjvA01 3.30.1360.10.3 A.1-38,147-155,218-259
1twfK00 3.30.1360.10.4 K.1-114
4noiA01 3.30.1360.10.5 A.28-76,198-251
2pa8D01 3.30.1360.10.6 D.2-37,157-166,224-265
2a6hA01 3.30.1360.10.7 A.1-49,172-225
1zzkA00 3.30.1370.10.1 A.3-82
1tuaA01 3.30.1370.10.2 A.1-84
5wwwA01 3.30.1370.10.3 A.18-94
3vkeA00 3.30.1370.10.4 A.1-76
2qndA02 3.30.1370.10.5 A.65-144
2anrA01 3.30.1370.10.6 A.3-82
4lijC00 3.30.1370.10.7 C.11-87
2ja9A02 3.30.1370.10.8 A.92-175
3k7iB00 3.30.1380.10.1 B.26-182
1sauA01 3.30.1420.10.1 A.2-45
1vq8B03 3.30.1430.10.1 B.79-189
4g6tA00 3.30.1460.10.1 A.1-128
1xkpC00 3.30.1460.10.2 C.2-127
1jb0D00 3.30.1470.10.1 D.1-138
1k0rA01 3.30.1480.10.1 A.20-118
1seiA02 3.30.1490.10.1 A.73-130
1i6uB02 3.30.1490.10.2 B.70-128
1kjqB02 3.30.1490.20.1 B.122-195
3mjfA02 3.30.1490.20.2 A.124-193
4c5cA03 3.30.1490.20.3 A.135-207
4e4tB02 3.30.1490.20.4 B.143-214
4mv4A03 3.30.1490.20.5 A.151-223
3vpbA02 3.30.1490.20.6 A.102-170
4eg0A03 3.30.1490.20.7 A.122-191
1a9xA03 3.30.1490.20.8 A.141-210
3tqtA03 3.30.1490.20.9 A.155-225
4o6uA00 3.30.1500.10.1 A.2-183
1kq6A00 3.30.1520.10.1 A.2-140
2v6vA00 3.30.1520.10.2 A.11-145
3cjsB00 3.30.1550.10.1 B.1-72
5hb6B00 3.30.1610.10.1 B.1-143
4ywkA01 3.30.1640.10.1 A.2-100
4wk0B01 3.30.1680.10.1 B.5-61
3p3eA02 3.30.1700.10.1 A.128-297
1qysA00 3.30.1710.10.1 A.3-94
1xdpA02 3.30.1840.10.1 A.105-306
5z0fB01 3.30.1880.10.1 B.44-116
4e29B00 3.30.1890.10.1 B.10-244
3bt3A01 3.30.1900.10.1 A.15-88
2jroA01 3.30.1910.10.1 A.1-65
2it2B00 3.30.1960.10.1 B.2-199
4jiuA00 3.30.2010.10.1 A.1-105
2fpnA01 3.30.2030.10.1 A.1-140
3fpnB00 3.30.2060.10.1 B.13-106
4dx5A04 3.30.2090.10.1 A.180-275
1zhvA00 3.30.2130.10.1 A.1-134
5yeiA02 3.30.2130.10.2 A.252-406
3h1dA02 3.30.2160.10.1 A.170-249
3gocA00 3.30.2170.10.1 A.2-229
2r31A01 3.30.2180.10.1 A.3-68
3fgxA00 3.30.2220.10.1 A.9-112
4a3pA01 3.30.2230.10.1 A.3-126
1ro2A02 3.30.2250.10.1 A.64-136,169-210
5nj9D01 3.30.2290.10.1 D.9-236
1vbkA02 3.30.2300.10.1 A.84-165
1xqbA02 3.30.2310.10.1 A.15-33,159-231
2pk8A00 3.30.2320.10.1 A.10-103
3dktA02 3.30.2320.10.2 A.132-216,255-264
3it4B01 3.30.2330.10.1 B.1-79
4lgtA02 3.30.2350.10.1 A.66-255
4ww7B00 3.30.2380.10.1 B.1-179
1wv8A00 3.30.2390.10.1 A.2-72
1ohgA01 3.30.2400.10.1 A.30-136,230-268
3h1dA03 3.30.2410.10.1 A.286-397
2lezA00 3.30.2450.10.1 A.1-120
3gw6A03 3.30.2460.10.1 A.187-245
2hbaA00 3.40.5.10.1 A.1-52
1vw4G00 3.40.5.10.2 G.10-64
1u8bA01 3.40.10.10.1 A.2-71
5fafA00 3.40.20.10.1 A.1-113
4cbuG00 3.40.20.10.2 G.3-127
4yapA01 3.40.30.10.1 A.4-83,220-265
2fwgA00 3.40.30.10.2 A.9-133
4mf5A01 3.40.30.10.3 A.19-127,244-256
5uuoB01 3.40.30.10.4 B.10-135
3wgxB00 3.40.30.10.5 B.2-113
1lu4A00 3.40.30.10.6 A.1-134
6q6tA00 3.40.30.10.7 A.2-111
5yvnA01 3.40.30.10.8 A.4-102,218-241
1rw1A00 3.40.30.10.9 A.1-114
3fk8A00 3.40.30.10.10 A.3-133
1senA00 3.40.30.10.11 A.22-156
4mzcA00 3.40.30.10.12 A.6-111
2i4aA00 3.40.30.10.13 A.1-107
1zmaA00 3.40.30.10.14 A.1-118
1qgvA00 3.40.30.10.15 A.2-138
2f9sB00 3.40.30.10.16 B.4-139
1j9bA00 3.40.30.10.17 A.3-140
4rqrA00 3.40.30.10.18 A.3-109
3fz4A00 3.40.30.10.19 A.2-120
5y4tA00 3.40.30.10.20 A.2-118
1kngA00 3.40.30.10.21 A.12-155
4hqzA00 3.40.30.10.22 A.47-187
6atrA01 3.40.30.10.23 A.1-80,190-221
3eurA00 3.40.30.10.24 A.3-142
1z6mA01 3.40.30.10.25 A.1-71,133-175
4wxtA00 3.40.30.10.26 A.16-123
5crwA02 3.40.30.10.27 A.125-247
1z3eA00 3.40.30.10.28 A.1-119
6mwsA00 3.40.30.10.29 A.7-114
2j23A00 3.40.30.10.30 A.7-121
3d22A00 3.40.30.10.31 A.2-139
2wz9A00 3.40.30.10.32 A.12-131
3nznA00 3.40.30.10.33 A.1-103
1m2dA00 3.40.30.10.34 A.3-103
2c4jA01 3.40.30.10.35 A.2-86,192-218
4tpvA00 3.40.33.10.1 A.1-182
5w8qA01 3.40.47.10.1 A.12-232
4dd5A01 3.40.47.10.2 A.6-128,199-280
3ledA01 3.40.47.10.3 A.18-236
6bjbA01 3.40.47.10.4 A.5-129,198-278
3sqzA01 3.40.47.10.5 A.35-206,356-422
3ss6A01 3.40.47.10.6 A.1-128,196-277
6et0C01 3.40.47.10.7 C.11-207
4jaqA01 3.40.47.10.8 A.2-208
4ea9A01 3.40.50.20.1 A.8-99
1kjqA01 3.40.50.20.2 A.1-121
4e4tB01 3.40.50.20.3 B.30-142
3mjfA01 3.40.50.20.4 A.5-98
4mamA01 3.40.50.20.5 A.2-96
1a9xA05 3.40.50.20.6 A.554-663
2fb9A01 3.40.50.20.7 A.1-107
2p0aA01 3.40.50.20.8 A.17-120,300-312
3votA01 3.40.50.20.9 A.2-102
3vpbA01 3.40.50.20.10 A.1-101
3vpdA01 3.40.50.20.11 A.1-103
4c5cA01 3.40.50.20.12 A.25-108
3k5iD01 3.40.50.20.13 D.21-132
2i87B01 3.40.50.20.14 B.3-117
4eg0A01 3.40.50.20.15 A.8-95
3ax6A01 3.40.50.20.16 A.2-109
4m98A01 3.40.50.20.17 A.4-91
3lwbA01 3.40.50.20.18 A.7-139,353-368
4mv4A01 3.40.50.20.19 A.21-105
2r7kA01 3.40.50.20.20 A.1-111
2r85A01 3.40.50.20.21 A.1-87
3tqtB01 3.40.50.20.22 B.4-128
5zctA01 3.40.50.20.23 A.1-114
5h80A01 3.40.50.20.24 A.32-159
2pn1A01 3.40.50.20.25 A.1-104,313-331
5k2mA01 3.40.50.20.26 A.1-96
5i47A01 3.40.50.20.27 A.5-106
4m9cA01 3.40.50.20.28 A.1-91
3lp8A01 3.40.50.20.29 A.23-114
1gsaA01 3.40.50.20.30 A.1-114,301-314
3ethA01 3.40.50.20.31 A.1-70
3wnzA01 3.40.50.20.32 A.6-138
3hblD01 3.40.50.20.33 D.3-106
2vheA01 3.40.50.20.34 A.1-75
3r5xA01 3.40.50.20.35 A.1-85
2pvpA01 3.40.50.20.36 A.20-138
4fu0A01 3.40.50.20.37 A.2-128
4dimA01 3.40.50.20.38 A.6-124
3aw8A01 3.40.50.20.39 A.1-95
4wd3A01 3.40.50.20.40 A.2-121
1bxrA05 3.40.50.20.41 A.524-663
1vkzA01 3.40.50.20.42 A.16-97
3glkA01 3.40.50.20.43 A.21-164
4j6eA01 3.40.50.20.44 A.4-132
2yl2A01 3.40.50.20.45 A.25-165
1o7jA02 3.40.50.40.1 A.219-327
2wltA02 3.40.50.40.2 A.220-331
2himB02 3.40.50.40.3 B.229-348
5b74B00 3.40.50.40.4 B.1-127
3w5hA02 3.40.50.80.1 A.118-271
3lo8A02 3.40.50.80.2 A.149-310
3qfsA03 3.40.50.80.3 A.299-455
4b4dA02 3.40.50.80.4 A.101-262
5tr9A02 3.40.50.80.5 A.110-267
1fdrA02 3.40.50.80.6 A.97-248
1krhA03 3.40.50.80.7 A.202-335
1cqxA03 3.40.50.80.8 A.262-403
4wqmA03 3.40.50.80.9 A.194-326
1f20A01 3.40.50.80.10 A.273-435
3jqqD02 3.40.50.80.11 D.158-316
5o0xA02 3.40.50.80.12 A.109-288
4u9uA02 3.40.50.80.13 A.149-267
4yhbA02 3.40.50.80.14 A.136-267
1gvhA03 3.40.50.80.15 A.255-396
2gpjA02 3.40.50.80.16 A.106-249
4g1vA03 3.40.50.80.17 A.264-399
1qfjA02 3.40.50.80.18 A.98-232
2rc5A02 3.40.50.80.19 A.154-314
2piaA02 3.40.50.80.20 A.105-225
1ep3B02 3.40.50.80.21 B.104-220
3lyuA01 3.40.50.80.22 A.19-130
1tvcA02 3.40.50.80.23 A.110-250
1mw9X01 3.40.50.140.1 X.2-163
1i7dA01 3.40.50.140.2 A.1-156
5gvcB01 3.40.50.140.3 B.4-173
1gkuB05 3.40.50.140.4 B.505-555,608-677
5p9vA00 3.40.50.150.1 A.3-215
3dlcA00 3.40.50.150.2 A.1-219
1jg1A00 3.40.50.150.3 A.14-228
3duwA00 3.40.50.150.4 A.4-222
6dubB00 3.40.50.150.5 B.5-222
2pxxA00 3.40.50.150.6 A.1-213
5lhmA00 3.40.50.150.7 A.7-222
4qpnA00 3.40.50.150.8 A.25-227
3ajdA02 3.40.50.150.9 A.69-274
2gb4B00 3.40.50.150.10 B.23-252
4e2xA02 3.40.50.150.11 A.65-266
3dxyA00 3.40.50.150.12 A.7-213
3c3yA00 3.40.50.150.13 A.13-237
3hp7A02 3.40.50.150.14 A.68-278
1inlD01 3.40.50.150.15 D.68-296
4pcaB00 3.40.50.150.16 B.8-226
