3vkgB04 1.10.8.710.1 B.739-869
3r5dA01 3.30.70.2010.1 A.6-134
3fsyB01 3.30.70.2010.2 B.5-112
2rijA01 3.30.70.2010.3 A.1-166
3n28A02 3.30.70.2020.1 A.10-102,313-325
2l48A00 3.30.70.2030.1 A.1-85
2rrnA01 3.30.70.2040.1 A.10-92
2hpuA02 3.30.70.2050.1 A.98-160
2hpuA01 3.30.70.2060.1 A.35-97
2gj2A00 3.30.70.2070.1 A.5-83
2gqcA01 3.30.70.2080.1 A.1-56
2e1mC01 3.30.70.2100.1 C.12-79
5u47A03 3.30.70.2110.1 A.49-138
3k8wA02 3.30.70.2120.1 A.153-261
2zktA02 3.30.70.2130.1 A.78-167,224-232
3pehA02 3.30.70.2140.1 A.231-274
2xwxA02 3.30.70.2150.1 A.186-293
3qwuA03 3.30.70.2160.1 A.232-370
3rrkA01 3.30.70.2170.1 A.14-53,283-314
3pm9A03 3.30.70.2190.1 A.228-348
3u02A01 3.30.70.2200.1 A.2-155
3prbA03 3.30.70.2210.1 A.150-223
3ungC01 3.30.70.2220.1 C.37-257,267-324
4dx8J01 3.30.70.2240.1 J.13-27,62-190
4dx8K01 3.30.70.2240.2 K.18-23,68-190
3k59A02 3.30.70.2250.1 A.43-109
1u6zA04 3.30.70.2260.1 A.457-509
2e29A01 3.30.70.2280.1 A.17-92
2ebeA00 3.30.70.2290.1 A.1-106
2jh3A04 3.30.70.2320.1 A.389-466
3k2yA00 3.30.70.2330.1 A.2-104
2l1iA00 3.30.70.2330.2 A.1-122
2l9dA00 3.30.70.2340.1 A.1-108
2lepA00 3.30.70.2350.1 A.1-63
2llzA01 3.30.70.2360.1 A.11-100
2lu1A00 3.30.70.2370.1 A.26-114
4lvnP00 3.30.70.2380.1 P.13-93
2lu2A00 3.30.70.2380.2 A.58-138
2m5yA01 3.30.70.2390.1 A.33-122
2mheA00 3.30.70.2400.1 A.1-74
2pffB05 3.30.70.2430.1 B.1806-1866
3q23A02 3.30.70.2440.1 A.324-350,423-466,558-574,929-989
2qa1A02 3.30.70.2450.1 A.182-265
4k5sA02 3.30.70.2450.2 A.190-276
5koxA02 3.30.70.2450.3 A.175-260
4k2xB02 3.30.70.2450.4 B.196-289
2qsfA04 3.30.70.2460.1 A.458-533
3n01A00 3.30.70.2470.1 A.1-87
2r7rA04 3.30.70.2480.1 A.255-279,491-520,596-697
2uv8A06 3.30.70.2490.1 A.1115-1181
3or1A02 3.30.70.2500.1 A.65-165
2v9kA03 3.30.70.2510.1 A.288-412
2vfrA04 3.30.70.2520.1 A.290-383
2vfrA03 3.30.70.2530.1 A.185-271
2xlkB00 3.30.70.2540.1 B.3-191
2yvsA02 3.30.70.2560.1 A.115-173
3zieD00 3.30.110.150.2 D.1-82
3p04A00 3.30.110.150.3 A.2-78
3zigA00 3.30.110.150.4 A.4-85
4eo0A00 3.30.110.160.1 A.3-108
3df6B00 3.30.160.300.1 B.1-99
2h36X00 3.30.160.300.2 X.3-110
2m1sA01 3.30.160.310.1 A.39-73
2jobA00 3.30.160.320.1 A.1-102
2b9dA01 3.30.160.330.1 A.1-39
2ewlA00 3.30.160.330.2 A.1-56
3f6gA02 3.30.160.340.1 A.59-123
2konA00 3.30.160.350.1 A.1-82
2wzoA01 3.30.160.360.1 A.5-137
2k4vA00 3.30.160.370.1 A.1-125
2kouA00 3.30.160.380.1 A.1-102
3jtzA00 3.30.160.390.1 A.2-78
2l6mA00 3.30.160.400.1 A.21-121
5t6jA00 3.30.160.430.1 A.1-59
2g7hA01 3.30.160.460.1 A.1-76
2e1mA04 3.30.160.490.1 A.178-214
2jr1A01 3.30.160.510.1 A.7-70
2m4iA01 3.30.160.540.1 A.10-90
2mc5A00 3.30.160.560.1 A.1-73
2ve7C02 3.30.160.570.1 C.186-246
2yt4A01 3.30.160.590.1 A.1-38
5dnyA02 3.30.160.600.1 A.268-325
4wweA01 3.30.190.20.5 A.1-47,137-196
2qr8A01 3.30.200.20.196 A.19-60,80-97
5nclA01 3.30.200.20.197 A.101-186,449-490
3gopA01 3.30.200.20.198 A.15-131
5li9A01 3.30.200.20.199 A.1-88,296-343
1fotA02 3.30.200.20.200 A.3-91,283-316
5f9eA01 3.30.200.20.201 A.15-104,307-350
2oo8X01 3.30.200.20.202 X.29-100
3en9A03 3.30.200.20.203 A.349-421
4y85C01 3.30.200.20.204 C.10-148
4fr4E01 3.30.200.20.205 E.8-98,315-366
3rp9A01 3.30.200.20.206 A.45-140,412-450
2pmlX01 3.30.200.20.207 X.1-124
2ipxA01 3.30.200.20.208 A.6-55
5lohB01 3.30.200.20.209 B.33-119
2pmiA01 3.30.200.20.210 A.19-86
1ia9A01 3.30.200.20.211 A.28-174
3lkmA01 3.30.200.20.212 A.22-183
2qkwB01 3.30.200.20.213 B.47-118
3qa8A01 3.30.200.20.214 A.17-99
4kujA01 3.30.200.20.215 A.18-167
4l44A01 3.30.200.20.216 A.10-107,304-341
4xbrA01 3.30.200.20.217 A.22-172
2pziB02 3.30.200.20.218 B.18-168
4jrnA02 3.30.200.20.219 A.36-176
3nynA01 3.30.200.20.220 A.2-37,181-267,479-502
2w9mA04 3.30.210.10.7 A.241-295
4aidB02 3.30.230.70.16 B.245-570
2nn6E00 3.30.230.70.17 E.19-299
6d6qA00 3.30.230.70.18 A.18-304
3krnA00 3.30.230.70.19 A.3-212
1y6zA01 3.30.230.80.1 A.5-176
2gq0B01 3.30.230.80.2 B.3-173
3hjcA01 3.30.230.80.3 A.19-154
6jptA00 3.30.230.90.1 A.2-122
4xr8H02 3.30.240.40.2 H.76-151
2ykoA03 3.30.250.20.1 A.150-219
3p9dH02 3.30.260.10.8 H.150-224,380-417
2ayaA00 3.30.300.150.1 A.1-128
2bh1X00 3.30.300.160.1 X.14-81
2d28C02 3.30.300.160.2 C.64-149
4g1iA02 3.30.300.170.1 A.59-129
4tpsD00 3.30.300.180.1 D.1-84
2wp0D00 3.30.300.180.2 D.5-91
2e0gA00 3.30.300.180.3 A.1-107
3n2qA02 3.30.300.190.1 A.171-287
3h2tA01 3.30.300.200.1 A.7-77
3n54B03 3.30.300.210.1 B.197-344
3rsiB01 3.30.300.220.1 B.8-71
2xr1A01 3.30.300.230.1 A.6-69,145-174
2hzmG01 3.30.310.180.1 G.4-37,127-212
2joiA00 3.30.310.190.1 A.23-118
3dpuB03 3.30.310.200.1 B.373-483
3krmA00 3.30.310.210.1 A.2-159
3n89A02 3.30.310.210.2 A.105-257
3ostA00 3.30.310.220.1 A.9-127
2ixaA02 3.30.360.10.68 A.149-356,396-444
1vm6A02 3.30.360.10.69 A.112-194
4lgvD02 3.30.360.10.70 D.192-405,433-483
1jkfA03 3.30.360.10.71 A.322-438
1dpgA02 3.30.360.10.72 A.176-484
3tutA02 3.30.360.20.1 A.205-295
4o89A02 3.30.360.20.2 A.182-275
4clqA02 3.30.360.20.3 A.184-280
3nvwC03 3.30.365.10.22 C.171-266
5g5gC03 3.30.365.10.23 C.187-279
1n62B04 3.30.365.10.24 B.390-489,656-809
4zmhA01 3.30.379.10.13 A.4-169
3ozoA01 3.30.379.10.14 A.1-184
1t3qC03 3.30.390.50.4 C.175-285
5g5gB02 3.30.390.50.5 B.223-316
3hrdC02 3.30.390.50.6 C.179-291
2e5aA02 3.30.390.50.7 A.169-178,251-347
1vqzA02 3.30.390.50.8 A.254-341
3a7rA02 3.30.390.50.9 A.249-337
2w3sA05 3.30.390.50.10 A.349-452
3r07C00 3.30.390.50.11 C.4-91
1stzA03 3.30.390.60.1 A.141-229
3cxbA02 3.30.390.70.1 A.136-192,251-304
5jrbA01 3.30.390.80.1 A.35-182
3l5oA01 3.30.390.100.1 A.17-121,242-264
4udqA02 3.30.410.40.2 A.160-207,307-371,399-465
1zj8A04 3.30.413.10.11 A.419-566
1vhxB00 3.30.420.140.2 B.2-139
3bzcA03 3.30.420.140.3 A.328-455
3psfA04 3.30.420.140.4 A.514-657,880-899
1iv0A00 3.30.420.140.5 A.1-98
4brcA02 3.30.420.150.1 A.122-349
3zx3A02 3.30.420.150.2 A.156-420
3mdqA02 3.30.420.150.3 A.127-315
1t6cA02 3.30.420.150.4 A.135-315
1u6zA02 3.30.420.150.5 A.117-295
3cerA02 3.30.420.150.6 A.140-343
3hi0A02 3.30.420.150.7 A.121-307
2w6kA00 3.30.420.180.1 A.1-142
3by5A00 3.30.420.180.2 A.10-132
3eeqB03 3.30.420.180.3 B.208-276,294-331
3cetB02 3.30.420.190.1 B.112-330
2a6aA02 3.30.420.200.1 A.105-173
1ss6A01 3.30.420.210.1 A.10-74
3t7zA00 3.30.420.220.1 A.1-119
2nnwA01 3.30.420.220.2 A.14-135
3id6A01 3.30.420.220.3 A.2-107
5gipA01 3.30.420.220.4 A.3-134
4jk8B01 3.30.420.230.1 B.2-153
6nqiA01 3.30.420.230.2 A.4-144
3c6aA00 3.30.420.240.1 A.27-232
5m1pB00 3.30.420.240.2 B.2-190
5c15A00 3.30.420.240.3 A.21-261
3hrgA01 3.30.420.250.1 A.1-143
3hrgA02 3.30.420.260.1 A.144-257
2jwkA00 3.30.420.270.1 A.1-74
2pfuA01 3.30.420.270.2 A.21-90
2wbnA00 3.30.420.280.1 A.27-203
4dkwA00 3.30.420.280.2 A.1-194
3r1xB01 3.30.420.300.1 B.5-79,95-105
3t69A01 3.30.420.300.2 A.8-82
5bv3D02 3.30.428.10.23 D.126-337
4g0aB02 3.30.428.20.1 B.152-312
2gu0A02 3.30.428.20.2 A.144-309
3ej7H00 3.30.429.10.28 H.1-54
3m20A00 3.30.429.10.29 A.1-59
3mb2B00 3.30.429.10.30 B.1-59
5tshE01 3.30.450.90.1 E.202-307
2pt7C01 3.30.450.90.2 C.30-135
1p9rA01 3.30.450.90.3 A.10-138
2gzaA01 3.30.450.90.4 A.21-128
5fl3A01 3.30.450.90.5 A.10-109
3dteA03 3.30.450.130.1 A.187-283
6a8uA00 3.30.450.140.1 A.2-146
4nkpC00 3.30.450.150.1 C.4-148
6bwsB00 3.30.450.150.2 B.21-157
5cx7E00 3.30.450.150.3 E.9-147
2a2lC00 3.30.450.150.4 C.3-145
4clcA00 3.30.450.150.5 A.2-170
2va0A00 3.30.450.160.1 A.7-105
2va0B00 3.30.450.160.2 B.5-126
3kyzA00 3.30.450.170.1 A.13-124
3pxpB02 3.30.450.180.1 B.94-289
5x6vF00 3.30.450.190.1 F.9-129
5x6vG00 3.30.450.190.2 G.2-133
3tw8A01 3.30.450.200.1 A.2-144
3v67A01 3.30.450.210.1 A.6-126
2hjeA01 3.30.450.220.1 A.2-157
2fz0A00 3.30.450.230.1 A.1-149
2gnxA02 3.30.450.240.1 A.195-329
2mj6A00 3.30.450.250.1 A.1-90
4gj4B00 3.30.450.260.1 B.1-112
5tcsD00 3.30.457.50.3 D.2-115
1gpjA01 3.30.460.30.1 A.1-145
5yjlB01 3.30.460.30.2 B.24-184
2fclA00 3.30.460.40.1 A.13-168
4wqkA00 3.30.460.40.2 A.4-178
4wh5A00 3.30.460.40.3 A.5-162
2b4vA02 3.30.460.50.1 A.33-146,246-250
2y3sB01 3.30.465.10.27 B.33-249,502-515
2uuuA02 3.30.465.10.28 A.89-118,136-314,559-580
3hsuA01 3.30.465.10.29 A.7-213,446-481
4pz7A02 3.30.470.30.11 A.9-244
1s68A02 3.30.470.30.12 A.38-150
4d05B02 3.30.470.30.13 B.29-129
1a0iA03 3.30.470.30.14 A.36-191
1fviA03 3.30.470.30.15 A.29-135
5d1pA03 3.30.470.30.16 A.98-200
1vs0A02 3.30.470.30.17 A.35-144
3vnnA00 3.30.470.30.18 A.1-139
1x9nA03 3.30.470.30.19 A.340-465
3l2pA03 3.30.470.30.20 A.258-377
1winA01 3.30.479.30.3 A.10-126
4if8B01 3.30.497.10.28 B.35-214,310-413
4dy0B01 3.30.497.10.29 B.33-169,280-325,350-359
2oayA01 3.30.497.10.30 A.13-176,300-329
1m93B01 3.30.497.10.31 B.1-77,186-228,239-245
1l5jA04 3.30.499.10.8 A.402-529
2o5nA02 3.30.500.30.2 A.21-177
4g59C02 3.30.500.30.3 C.19-176
2dm0A01 3.30.505.10.50 A.18-114
2cs0A01 3.30.505.10.51 A.16-110
2eo6A01 3.30.505.10.52 A.25-132
2knoA01 3.30.505.10.53 A.18-127
2kk6A00 3.30.505.10.54 A.1-116
2gsbA01 3.30.505.10.55 A.12-95
2kewA00 3.30.530.20.59 A.1-152
2le1A00 3.30.530.20.60 A.1-151
1t17A00 3.30.530.20.61 A.1-148
2leqA00 3.30.530.20.62 A.1-146
2l8oA00 3.30.530.20.63 A.1-144
2lioA00 3.30.530.20.64 A.1-136
2m89A00 3.30.530.20.65 A.1-134
4qxdA01 3.30.540.10.16 A.1-158
5i3sB01 3.30.540.10.17 B.2-139
5t3eB02 3.30.559.30.5 B.185-432
1l5aA03 3.30.559.30.6 A.191-261,276-339,359-424
2vsqA02 3.30.559.30.7 A.194-356,383-458
4hvmD02 3.30.559.30.8 D.215-371,405-466
3q9tA02 3.30.560.10.4 A.47-85,136-210,302-509
4r3aA02 3.30.565.10.38 A.203-344
2q2eB01 3.30.565.10.39 B.11-234
1ixmB02 3.30.565.30.1 B.72-190
4e72A01 3.30.565.40.1 A.4-131
5jenA01 3.30.565.40.2 A.62-172
1qzfA02 3.30.572.10.6 A.179-237
3ln6A01 3.30.590.20.4 A.4-426
3u9tA04 3.30.700.40.1 A.459-576
4uijA00 3.30.710.10.29 A.37-140
5an3D00 3.30.710.10.30 D.3-131
5dafA00 3.30.710.10.31 A.8-135
4u2mA01 3.30.710.10.32 A.6-155
1ro2A01 3.30.720.160.1 A.1-63,137-143
1sziA01 3.30.720.170.1 A.16-55,225-241
3l9aX01 3.30.720.180.1 X.10-84
4f87B00 3.30.720.190.1 B.10-71
2rrlA01 3.30.750.140.1 A.55-169
3dupA02 3.30.750.160.1 A.15-115,199-203
3k50A01 3.30.750.170.1 A.16-67,257-277,329-359
3d03A02 3.30.750.180.1 A.106-231
1ztpA01 3.30.760.10.4 A.33-250
1rifA01 3.30.780.20.1 A.1-90
3ivlA00 3.30.830.10.36 A.13-199
3hdiA01 3.30.830.10.37 A.2-217
5eufB01 3.30.830.10.38 B.4-228
3eoqB02 3.30.830.10.39 B.224-406
1byrA00 3.30.870.10.17 A.2-153
4h4aA00 3.30.870.10.18 A.1-169
4yk8B00 3.30.900.10.7 B.7-241
1dkiA02 3.30.910.30.1 A.127-271
3i9v700 3.30.920.80.1 7.3-129
4wf2A02 3.30.930.10.56 A.65-270
3ikmC01 3.30.930.10.57 C.1-299
4p72A05 3.30.930.10.58 A.485-690
1b7yB05 3.30.930.10.59 B.489-679
2iy5A00 3.30.930.10.60 A.15-350
3l4gM00 3.30.930.10.61 M.176-496
2du7B03 3.30.930.10.62 B.52-358
1wyzB02 3.30.950.10.14 B.122-235
2bb3A02 3.30.950.10.15 A.125-217
2iutA01 3.30.980.40.1 A.70-174
3g2oA01 3.30.1040.60.1 A.27-55,193-252
4axhA03 3.30.1050.10.17 A.533-660
2nsfA02 3.30.1050.20.1 A.180-260
2kxoA01 3.30.1070.10.4 A.20-80
4n9jA02 3.30.1120.130.3 A.121-227
1e2tA02 3.30.1120.150.1 A.39-52,205-276
1srqA01 3.30.1120.160.1 A.10-114,305-339
1b9lA00 3.30.1130.10.10 A.2-120
1ygtA01 3.30.1140.40.1 A.12-111
2k9kA00 3.30.1150.10.5 A.1-106
1oi2A02 3.30.1180.20.1 A.194-366
2b30A02 3.30.1240.10.15 A.114-222
3mpoA02 3.30.1240.10.16 A.88-194
1t4aA00 3.30.1280.10.4 A.2-80
3hl6A01 3.30.1300.50.1 A.2-75
4bhrA00 3.30.1300.70.1 A.5-88
2d46A00 3.30.1310.30.1 A.1-61
3htnB00 3.30.1330.80.5 B.4-149
1xv2D02 3.30.1330.80.6 D.82-204
2dt4A00 3.30.1330.80.7 A.1-143
1xv2C01 3.30.1330.80.8 C.5-82,205-237
2iafA00 3.30.1330.90.1 A.7-151
1ygyB03 3.30.1330.90.2 B.316-454
2phnA01 3.30.1330.100.1 A.5-52,125-231
3byqA00 3.30.1330.110.1 A.3-193
2hp0A02 3.30.1330.120.1 A.288-418
5muxA02 3.30.1330.120.2 A.277-415
2glzA00 3.30.1330.130.1 A.4-152
3d00A01 3.30.1330.130.2 A.3-161
4alzA01 3.30.1340.30.1 A.5-66
5xwkA02 3.30.1360.150.2 A.358-483
4gt9A00 3.30.1360.170.1 A.12-228
3n3yC00 3.30.1360.170.2 C.8-216
4fzbC01 3.30.1360.170.3 C.2-105,165-222
2gsoA02 3.30.1360.180.1 A.222-324
4lr2A02 3.30.1360.180.2 A.226-321
5eghA02 3.30.1360.180.3 A.244-354
4b56B02 3.30.1360.180.4 B.325-428
3ossD00 3.30.1370.120.8 D.7-181
2y3mA02 3.30.1370.130.1 A.11-71
3sb1A01 3.30.1370.140.1 A.41-140
2lf0A02 3.30.1370.150.1 A.64-123
2fphX01 3.30.1370.160.1 X.1-77
3oetD03 3.30.1370.170.1 D.296-380
2o4cA03 3.30.1370.170.2 A.293-380
5dt9A03 3.30.1370.170.3 A.300-382
2pt7G02 3.30.1370.180.1 G.81-147
3njcA00 3.30.1380.20.3 A.3-154
2osoA00 3.30.1380.20.4 A.1-159
1vqqA03 3.30.1390.30.1 A.146-215
2ogkD00 3.30.1440.10.7 D.3-144
2yh9B00 3.30.1450.10.6 B.10-77
2od0A00 3.30.1460.30.1 A.3-105
2kc5A01 3.30.1460.40.1 A.1-136
4ebrA00 3.30.1460.50.1 A.1-167
4mtdA02 3.30.1490.190.7 A.90-152
1o75A01 3.30.1490.200.1 A.7-34,156-204
1z2nX03 3.30.1490.220.1 X.115-176,200-243
1zhsA01 3.30.1490.230.1 A.1-55
3h20A01 3.30.1490.240.1 A.5-70
2wyoC01 3.30.1490.250.1 C.6-52,161-206,483-497
2kswA01 3.30.1490.260.1 A.18-63
3n6xA03 3.30.1490.270.1 A.347-407
3cvzC01 3.30.1490.290.1 C.6-92,236-249
2ychA02 3.30.1490.300.1 A.89-149
5eoxB02 3.30.1490.300.2 B.91-150
3rgzA02 3.30.1490.310.1 A.568-628
2ypsA00 3.30.1520.10.20 A.1-127
2i4kA00 3.30.1520.10.21 A.1-128
1kmdA00 3.30.1520.10.22 A.1-117
3kdgB01 3.30.1540.20.2 B.5-52,151-195
4twjA02 3.30.1600.10.7 A.29-77,119-168
2ikdA00 3.30.1640.30.2 A.11-66
2jz7A00 3.30.1660.30.1 A.1-81
3al8B02 3.30.1680.10.12 B.481-513
2jwgA00 3.30.1680.30.1 A.1-46
1zwtA00 3.30.1690.10.4 A.1-158
1v9xA00 3.30.1740.10.6 A.1-114
4mp8A01 3.30.1780.10.4 A.6-138,312-339
1wthD04 3.30.1920.40.1 D.249-301,365-377
2lfpA01 3.30.2000.30.2 A.1-136
3u9wA02 3.30.2010.30.2 A.206-302
2x8nA01 3.30.2020.40.2 A.11-107
2c5sA01 3.30.2130.30.5 A.13-184
2ijaA00 3.30.2140.20.1 A.4-295
2kheA00 3.30.2310.20.12 A.1-89
2fhzB00 3.30.2310.30.1 B.12-104
2lc0A00 3.30.2320.60.1 A.1-132
1szwA01 3.30.2350.20.1 A.25-188,325-363
4fsdA02 3.40.5.100.1 A.286-371
1pd0A05 3.40.20.10.22 A.638-789
1nphA01 3.40.20.10.23 A.1-119
5l6wC00 3.40.20.10.24 C.3-167
3ppuB01 3.40.30.10.288 B.54-196,310-351
5hfiA00 3.40.30.10.289 A.7-216
3dexH00 3.40.30.10.290 H.10-92
4xvwL00 3.40.30.10.291 L.20-223
5cnwA01 3.40.30.10.292 A.11-219
3fz5B00 3.40.30.10.293 B.5-202
3rppA01 3.40.30.10.294 A.5-212
2hyxA01 3.40.30.10.295 A.20-220
3gn3A00 3.40.30.10.296 A.4-182
4euyA00 3.40.30.10.297 A.10-104
1un2A00 3.40.30.10.298 A.1-195
4v1ap00 3.40.30.10.299 p.2-98
5zteG00 3.40.30.10.300 G.2-188
3kzqA00 3.40.30.10.301 A.1-206
1nm3A02 3.40.30.10.302 A.170-239
1nhyA01 3.40.30.10.303 A.2-78
6g2jS00 3.40.30.10.304 S.14-96
2dj0A01 3.40.30.10.305 A.8-133
2l57A00 3.40.30.10.306 A.1-126
2ju5A01 3.40.30.10.307 A.31-154
2lstA00 3.40.30.10.308 A.1-130
2kucA00 3.40.30.10.309 A.4-124
1wpiA00 3.40.30.10.310 A.1-133
2nbsA00 3.40.30.10.311 A.1-116
2dlxA01 3.40.30.10.312 A.28-140
1x5eA01 3.40.30.10.313 A.8-116
2m80A00 3.40.30.10.314 A.9-117
2lrcA00 3.40.30.10.315 A.1-108
2l6cA00 3.40.30.10.316 A.1-104
2b5xA00 3.40.30.10.317 A.1-148
2l5oA00 3.40.30.10.318 A.4-153
2lrtA00 3.40.30.10.319 A.1-152
2m72A00 3.40.30.10.320 A.4-156
2ltkA01 3.40.30.10.321 A.7-103
2mygA00 3.40.30.10.322 A.1-97
2ls5A00 3.40.30.10.323 A.1-159
4p27A00 3.40.33.10.12 A.4-158
4d53A00 3.40.33.10.13 A.3-135
1nrzA00 3.40.35.10.4 A.1-163
4ubtD00 3.40.47.10.65 D.9-399
4u4eA00 3.40.47.10.66 A.3-383
3vs8H00 3.40.47.10.67 H.7-410
4opfA00 3.40.47.10.68 A.6-430
2wu9B00 3.40.47.10.69 B.27-428
5e5nC01 3.40.47.10.70 C.25-449
5ab4A00 3.40.47.10.71 A.19-425
5hwrA00 3.40.47.10.72 A.4-420
4o5aA02 3.40.50.2300.131 A.175-301,333-344
1jyeA01 3.40.50.2300.132 A.62-161,291-320
1mb3A00 3.40.50.2300.133 A.1-123
5dclA00 3.40.50.2300.134 A.4-120
4ry8C02 3.40.50.2300.135 C.117-253,282-310
3g1wA02 3.40.50.2300.136 A.108-240,283-295
4rk0A02 3.40.50.2300.137 A.109-230,263-274
4gnrA01 3.40.50.2300.138 A.6-125,254-334
1dbwB00 3.40.50.2300.139 B.1-125
2driA01 3.40.50.2300.140 A.1-101,238-261
3e3mA01 3.40.50.2300.141 A.71-169,303-336
3crnA00 3.40.50.2300.142 A.3-131
2o20B01 3.40.50.2300.143 B.58-163,292-323
4joqA01 3.40.50.2300.144 A.1-114,252-278
2r47A01 3.40.50.2300.145 A.10-147
3lucA01 3.40.50.2300.146 A.10-137
4rweA01 3.40.50.2300.147 A.4-106,247-271
2o20A02 3.40.50.2300.148 A.164-291,324-332
3l6uA02 3.40.50.2300.149 A.112-248,278-282
1ys7A01 3.40.50.2300.150 A.7-128
3rh0B00 3.40.50.2300.151 B.20-148
4f06A01 3.40.50.2300.152 A.4-121,260-338
5c5cA02 3.40.50.2300.153 A.169-307,443-479
4rxmA01 3.40.50.2300.154 A.1-104,246-270
3g1wA01 3.40.50.2300.155 A.5-107,241-282
3kkeA02 3.40.50.2300.156 A.115-249,281-294
3brqB02 3.40.50.2300.157 B.122-252,283-295
6bgdA02 3.40.50.2300.158 A.47-214,272-285
4pyrA02 3.40.50.2300.159 A.106-225
3rqiA01 3.40.50.2300.160 A.7-133
4yo7A01 3.40.50.2300.161 A.40-146,285-307
3rotA02 3.40.50.2300.162 A.112-248
3e61A02 3.40.50.2300.163 A.96-229,259-277
1dz3A00 3.40.50.2300.164 A.2-124
1jx6A01 3.40.50.2300.165 A.4-154,288-314,337-340
4ncbA05 3.40.50.2300.166 A.320-466
3c3kA02 3.40.50.2300.167 A.108-236,270-278
4eukA00 3.40.50.2300.168 A.7-153
3i09A02 3.40.50.2300.169 A.124-255
3gybA01 3.40.50.2300.170 A.4-101,229-261
3p9yA01 3.40.50.2300.171 A.1-43,100-198
3huuD01 3.40.50.2300.172 D.21-126,255-286
3rotA01 3.40.50.2300.173 A.3-111,249-274
3brsA01 3.40.50.2300.174 A.5-112,245-273
3tb6B02 3.40.50.2300.175 B.121-253,286-298
3cg4A00 3.40.50.2300.176 A.6-131
3jy6D02 3.40.50.2300.177 D.105-234,264-269
3m9wA01 3.40.50.2300.178 A.3-105,243-282
3gbvA02 3.40.50.2300.179 A.116-251,283-295
4l4uA01 3.40.50.2300.180 A.1-145
3mizA01 3.40.50.2300.181 A.12-114,251-282
3huuC02 3.40.50.2300.182 C.127-254,287-297
3kkeB01 3.40.50.2300.183 B.4-114,250-282
4rkrD02 3.40.50.2300.184 D.111-244,278-287
4o5aA01 3.40.50.2300.185 A.66-174,302-332
3hzhA00 3.40.50.2300.186 A.24-157
3c3kB01 3.40.50.2300.187 B.7-107,237-269
4y9tA02 3.40.50.2300.188 A.128-271,315-346
3brsA02 3.40.50.2300.189 A.113-244,274-280
3s99A01 3.40.50.2300.190 A.26-130,254-284
3lufB02 3.40.50.2300.191 B.124-249
4rk6A01 3.40.50.2300.192 A.11-109,242-272
3l49A02 3.40.50.2300.193 A.106-246,276-281
2jk1A00 3.40.50.2300.194 A.2-139
3clkA02 3.40.50.2300.195 A.109-237,271-281
4yv7A02 3.40.50.2300.196 A.142-276,305-326
2rdmA00 3.40.50.2300.197 A.2-125
3ks9B02 3.40.50.2300.198 B.180-316,450-482
3n0wA02 3.40.50.2300.199 A.126-257
3nbmA00 3.40.50.2300.200 A.5-108
4rv5A01 3.40.50.2300.201 A.32-151,285-373
1dbqA02 3.40.50.2300.202 A.110-239,272-288
4rxuA02 3.40.50.2300.203 A.135-298,339-367
2iksB02 3.40.50.2300.204 B.114-292
6br7B00 3.40.50.2300.205 B.7-131
4maaA02 3.40.50.2300.206 A.151-282,365-402
5i4cA00 3.40.50.2300.207 A.2-132
3sg0A01 3.40.50.2300.208 A.25-144,280-368
2rjnA00 3.40.50.2300.209 A.4-138
3c3mA00 3.40.50.2300.210 A.2-124
3w9sB00 3.40.50.2300.211 B.2-118
3jy6A01 3.40.50.2300.212 A.5-104,235-263
3g85A02 3.40.50.2300.213 A.115-240
3h75A01 3.40.50.2300.214 A.3-121,261-342
2qr3A00 3.40.50.2300.215 A.2-127
3ipcA01 3.40.50.2300.216 A.1-120,250-329
3h5iA00 3.40.50.2300.217 A.6-130
3ksmA01 3.40.50.2300.218 A.1-103,244-266
3l6uA01 3.40.50.2300.219 A.9-111,255-277
3m9wA02 3.40.50.2300.220 A.106-242,283-307
4ja2A00 3.40.50.2300.221 A.2-122
3gbvA01 3.40.50.2300.222 A.7-115,252-282
3n75A01 3.40.50.2300.223 A.1-129
3i45A01 3.40.50.2300.224 A.2-124,264-338
3tb6A01 3.40.50.2300.225 A.15-120,254-285
3eulB00 3.40.50.2300.226 B.13-136
6ifhA00 3.40.50.2300.227 A.1-119
2rjoA02 3.40.50.2300.228 A.118-252,287-324
3q7rA00 3.40.50.2300.229 A.10-119
3lufB01 3.40.50.2300.230 B.4-123
4n03A01 3.40.50.2300.231 A.17-145,283-366
4evqA01 3.40.50.2300.232 A.15-133,261-343
3brqB01 3.40.50.2300.233 B.20-121,253-282
1zgzA00 3.40.50.2300.234 A.2-122
2fqxA02 3.40.50.2300.235 A.108-245,272-318
3t6kA00 3.40.50.2300.236 A.3-124
3eodA00 3.40.50.2300.237 A.3-125
3qekA02 3.40.50.2300.238 A.122-277,350-384
4kv7A01 3.40.50.2300.239 A.9-137,274-359
1p2fA01 3.40.50.2300.240 A.4-122
6e7rB02 3.40.50.2300.241 B.117-250,330-363
3khtA00 3.40.50.2300.242 A.5-136
3eafA02 3.40.50.2300.243 A.123-264,351-385
3breB01 3.40.50.2300.244 B.13-155
1dbqA01 3.40.50.2300.245 A.8-109,240-271
2qu7A02 3.40.50.2300.246 A.106-239,270-273
4if4A01 3.40.50.2300.247 A.1-140
5dleA00 3.40.50.2300.248 A.10-113
3cnbA00 3.40.50.2300.249 A.9-132
2zayA00 3.40.50.2300.250 A.8-130
